EIN,NAME,ICO,STREET,CITY,STATE,ZIP,GROUP,SUBSECTION,AFFILIATION,CLASSIFICATION,RULING,DEDUCTIBILITY,FOUNDATION,ACTIVITY,ORGANIZATION,STATUS,TAX_PERIOD,ASSET_CD,INCOME_CD,FILING_REQ_CD,PF_FILING_REQ_CD,ACCT_PD,ASSET_AMT,INCOME_AMT,REVENUE_AMT,NTEE_CD,SORT_NAME,SECTOR,SIZE_BUCKET
256029570,MARY LEE T U W,% PNC BANK NA,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,92,3,1000,197208,0,00,928000000,2,12,202312,6,6,00,1,12,1580224.0,1021193.0,,,,Unknown,Large
256030310,INSULATORS LOCAL NO 2 WELFARE FUND,% FRANK M VACCARO & ASSOC,5 HOT METAL STREET,PITTSBURGH,PA,15203,0000,09,3,1000,196307,2,00,264000000,2,01,202312,8,8,01,0,12,37425839.0,22458078.0,12160294.0,,,Unknown,Major
256030362,BENJAMIN GARVER LAMME SCHOLARSHIP FUND,% JAMES H GARRETT JR,5000 FORBES AVE,PITTSBURGH,PA,15213,0000,03,3,1000,194503,1,17,040000000,2,01,202312,6,2,02,0,12,1873152.0,13510.0,13510.0,,,Unknown,Micro
256030651,ANDREW & MARY HERTZEL FUND MARINE BANK TRUSTEE,% PNC BANK NA,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,92,3,1000,200603,0,00,000000000,6,12,202312,6,5,00,1,12,1165461.0,789318.0,,,,Unknown,Medium
256030694,TIDIOUTE LIBRARY ASSOC T A MARINE BANK TRUSTEE,,500 FIRST AVE P7PFSC03Z,PITTSBURGH,PA,15219,0000,92,0,1000,000000,0,00,000000000,0,12,201712,3,2,00,0,12,99854.0,14065.0,,,,Unknown,Micro
256030755,ANNA BLAUSER TR NO 230050,% PNC BANK NA,500 1ST AVE,PITTSBURGH,PA,15219,0000,92,0,1000,000000,0,00,000000000,0,12,202406,4,1,00,1,06,144707.0,7653.0,,,NATIONAL CITY BANK,Unknown,Micro
256030787,LOUIS BRAUNSCHWEIGER TUW,% PNC BANK NA,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,92,3,1000,197306,0,00,928000000,2,12,202312,6,6,00,1,12,1791270.0,1159171.0,,,,Unknown,Large
256030821,JOHN R CAMPBELL MEMORIAL FUND,% PNC BANK NA,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,92,3,1000,197012,0,00,909000000,2,12,202312,4,4,00,1,12,305683.0,211969.0,,,,Unknown,Small
256030931,EDMUND BLEAKLEY CEMETERY TUW,% PNC BANK NA,500 FIRST AVE P7PFSC03Z,PITTSBURGH,PA,15219,0000,92,3,1000,197208,0,00,928000000,2,12,201512,3,1,00,0,12,47251.0,3429.0,,,,Unknown,Micro
256031057,EDITH C JUSTUS TUW 3400110,% PNC BANK NA,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,92,3,1000,197012,0,00,909000000,6,12,202312,7,6,00,1,12,6061994.0,2730698.0,,,,Unknown,Large
256031218,LEVI NEWSONE TUA  3450020,% PNC BANK NA,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,92,0,1000,000000,0,00,000000000,0,12,202312,4,4,00,1,12,130363.0,121044.0,,,,Unknown,Small
256031235,S ELIZABETH PETERS TRUST FBO,,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,91,3,1000,197012,0,00,909000000,2,12,202406,4,4,01,0,06,286142.0,144730.0,-7289.0,,TRINITY,Unknown,Small
256031240,D M & MARGARET J POWERS MEM TR P8YB3502L,% PNC BANK NA,500 1ST AVE,PITTSBURGH,PA,15219,0000,92,3,1000,197208,0,00,928000000,2,12,202406,5,4,00,1,06,679010.0,174175.0,,,NATIONAL CITY BANK OF PA,Unknown,Small
256031284,ELIZA F SALTER TUW F TOWERS ET,% PNC BANK NA,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,92,3,1000,197208,0,00,928000000,2,12,202312,6,5,00,1,12,1260973.0,809778.0,,,,Unknown,Medium
256031296,SEEP FAMILY ENDOWMENT TRUST,% PNC BANK NA,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,03,3,1000,199204,1,04,901000000,2,01,202403,4,3,00,1,03,212300.0,72757.0,,,,Unknown,Small
256031332,LAURA SMEDLEY 340270,% PNC BANK NA,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,03,3,1000,201604,1,04,928000000,2,01,202312,6,6,00,1,12,3489750.0,2149692.0,,T22,,Philanthropy & Foundations,Large
256031408,VENANGO CO ASSOC FIR BLIND TUA INTEGRA BANK NORTH TRUSTEE,,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,03,3,1000,190012,1,17,928000000,2,01,202406,4,3,02,0,06,168693.0,42238.0,5425.0,,TRUST TAX DIVION,Unknown,Micro
256031440,JESSIE A WILLIAMS 345030,% PNC BANK NA,500 1ST AVE,PITTSBURGH,PA,15219,0000,03,3,1000,197208,0,04,909000000,2,12,202412,7,6,00,1,12,6894560.0,2273303.0,,,,Unknown,Large
256031458,C B WURSTER TRUST UA  FBO,% PNC BANK NA,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,92,0,1000,197012,0,00,909000000,6,12,202312,5,4,00,1,12,514707.0,338104.0,,,OIL CITY HOSPITAL,Unknown,Medium
256031554,E R CRAWFORD EST TRUST FUND A,,PO BOX 487,MCKEESPORT,PA,15134,0000,03,3,1000,193808,1,04,602561000,2,01,202312,7,6,00,1,12,7604738.0,2187674.0,,,,Unknown,Large
256031613,CRAWFORD H J CHLDRNS HOME VEN 10222184AR4,% MELLON BANK NORTH NA TTEE,PO BOX 185,PITTSBURGH,PA,15230,0000,92,0,1000,000000,0,00,000000000,0,12,202406,4,2,00,1,06,188300.0,13916.0,,,,Unknown,Micro
256031614,H J CRAWFORD & E CRAWFORD MEM SCH 212-5AR,% BNY MELLON NA FID,PO BOX 185,PITTSBURGH,PA,15230,0000,92,3,1000,197012,0,00,909000000,6,12,202312,4,4,00,1,12,426218.0,180333.0,,,,Unknown,Small
256031615,H J CRAWFORD 1ST PRES CH EMLEN,% MELLON BANK N NATIONAL ASSOC,PO BOX 185,PITTSBURGH,PA,15230,0000,92,0,1000,000000,0,00,000000000,0,12,202406,3,1,00,1,06,77524.0,4812.0,,,,Unknown,Micro
256031617,H J CRAWFORD-OIL CITY HOSP U I 218- 9AR,% MELLON BANK N A,PO BOX 185,PITTSBURGH,PA,15230,0000,92,3,1000,197012,0,00,909000000,2,12,202312,4,2,00,1,12,160421.0,12717.0,,,,Unknown,Micro
256031620,CRAWFORD H J OIL CITY YMCA,% BNY MELLON N A,PO BOX 185,PITTSBURGH,PA,15230,0000,92,0,1000,000000,0,00,000000000,0,12,202406,3,1,00,1,06,70719.0,7463.0,,,,Unknown,Micro
256031621,CRAWFORD H J PROMOTION OF TEMP,% BNY MELLON NA TTEE,PO BOX 185,PITTSBURGH,PA,15230,0000,92,0,1000,000000,0,00,000000000,0,12,202406,3,1,00,1,06,61705.0,6926.0,,,,Unknown,Micro
256031623,CRAWFORD H J WELFARE TR UI 10222195AR0,% MELLON BANK NORTH NA TTEE,PO BOX 185,PITTSBURGH,PA,15230,0000,92,0,1000,000000,0,00,000000000,0,12,202406,3,1,00,1,06,84815.0,7232.0,,,,Unknown,Micro
256031629,WM R CROSS FOR COLLEGE TR UW 04291948,% MELLON BANK NORTH NA TTEE,PO BOX 185,PITTSBURGH,PA,15230,0000,92,3,1000,000000,0,00,909000000,6,12,202406,6,5,00,1,06,2131181.0,614453.0,,,,Unknown,Medium
256031644,RUTH A HILL U I 232-8AR,% SUSAN CENCIA BNY MELLON NA,PO BOX 185,PITTSBURGH,PA,15230,0000,03,3,1000,202102,1,04,909000000,2,01,202312,7,7,00,1,12,7689369.0,8278181.0,,T90,,Philanthropy & Foundations,Large
256031675,MORCK ANNE C FOR TRINTY METH CH-TR,% BNY MELLON NA,PO BOX 185,PITTSBURGH,PA,15230,0000,92,0,1000,000000,0,00,000000000,0,12,202406,3,1,00,1,06,54919.0,6272.0,,,,Unknown,Micro
256031762,BELLES LETTRES CLUB-U-I,% BNY MELLON NA TTEE,PO BOX 185,PITTSBURGH,PA,15230,0000,92,0,1000,000000,0,00,000000000,0,12,202406,4,2,00,1,06,250102.0,22551.0,,A700,,Arts & Culture,Micro
256031784,JAMES CASE TR UW 08291955,,PO BOX 185,PITTSBURGH,PA,15230,0000,92,3,1000,000000,0,00,909000000,6,12,202406,6,6,00,1,06,4516129.0,1492742.0,,T90Z,,Philanthropy & Foundations,Large
256031801,LEASURE K DARBAKER UW 02-23-49,% MELLON BANK N NATONAL ASSOC,PO BOX 185,PITTSBURGH,PA,15230,0000,92,0,1000,000000,0,00,909000000,6,12,202406,6,4,00,1,06,1287080.0,423367.0,,,,Unknown,Medium
256031805,EMLENTON CEMETERY U-I,% MELLON BANK N A,PO BOX 185,PITTSBURGH,PA,15230,0000,13,3,2000,194808,0,00,000000000,2,01,202406,5,4,01,0,06,527042.0,144380.0,21898.0,Y52Z,,Mutual Benefit,Small
256031833,MARY JANE WEIR KERR U W 237-2AR,% MELLON BANK NA,PO BOX 185,PITTSBURGH,PA,15230,0000,92,3,1000,197608,0,00,909000000,6,12,202312,5,4,00,1,12,757331.0,335220.0,,,,Unknown,Medium
256031847,ANNE C MORCK O C HOSPITAL TR,% MELLON BANK NORTH NA TTEE,PO BOX 185,PITTSBURGH,PA,15230,0000,92,0,1000,000000,0,00,000000000,0,12,202406,4,1,00,1,06,163882.0,7413.0,,,,Unknown,Micro
256031930,MARY ALICE WHEELER TRUST UW,% MELLON BANK N A,PO BOX 185,PITTSBURGH,PA,15230,0000,03,3,1000,200507,1,04,000000000,2,01,202312,6,6,00,1,12,3742938.0,2968339.0,,E11,,Health,Large
256032059,WESTERN PENNA CHAPTER NATIONAL JNT APPRENT COMMIT,,5 HOT METAL ST STE 301,PITTSBURGH,PA,15203,0000,05,3,3000,198505,2,00,126149040,1,01,202406,7,7,01,0,06,5501625.0,7712237.0,7703914.0,,LOCAL 5 IBEW,Unknown,Large
256032106,IBEW LOCAL UNION 5 & WESTERN PA CHAPTER NECA,,5 HOT METAL ST STE 200,PITTSBURGH,PA,15203,0000,09,3,1000,195509,2,00,211000000,2,01,202312,9,9,01,0,12,116043162.0,103875835.0,61482459.0,,,Unknown,Major
256032182,CONSTRUCTION INDUSTRY ADVANCEMENT PROGRAM OF WESTERN PENNSYLVANIA FU,,631 IRON CITY DR,PITTSBURGH,PA,15205,0000,06,3,2000,196302,2,00,920566000,2,01,202312,7,6,01,0,12,6395478.0,2231415.0,2120474.0,,,Unknown,Large
256032450,STEAMFITTERS LOCAL 449 MEDICAL & BENEFIT FUND,,60 BOULEVARD OF THE ALLIES FIFTH FL,PITTSBURGH,PA,15222,0000,09,3,1000,195411,2,00,264000000,2,01,202312,9,8,01,0,12,92815380.0,47049653.0,47049653.0,,,Unknown,Major
256032785,PENNA INDUSTRIAL CHEMICAL CORP CLAIRTON HIGH SCHOOL SHCOLARSHIP F,% PNC BANK NA,500 1ST AVE,PITTSBURGH,PA,15219,0000,03,3,1000,195210,1,04,040000000,2,01,202406,5,4,00,1,06,678075.0,432581.0,,,,Unknown,Medium
256033304,FRANK J DION CHARITABLE TRUST UW,% PNC BANK NA,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,92,3,1000,000000,0,00,909000000,6,12,202312,4,3,00,1,12,142838.0,90039.0,,,,Unknown,Small
256033318,FIRST BAPTIST CHURCH TRUST J C SIBLEY IRR FBO,% PNC BANK NA,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,92,0,1000,000000,0,00,000000000,0,12,202312,4,3,00,1,12,116827.0,67761.0,,,,Unknown,Small
256033335,J E GILL TRUST UW FBO,% PNC BANK NA,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,92,3,1000,000000,0,00,909000000,6,12,202312,4,4,00,1,12,220310.0,145746.0,,,,Unknown,Small
256033366,WINIFRED SEE JACKSON CHAR T-W,% PNC BANK NA,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,03,3,1000,197807,1,04,602000000,2,01,202312,6,5,00,1,12,1486138.0,989931.0,,,,Unknown,Medium
256033380,CHESS LAMBERTON PUBLIC CHARITY TRUST,% PNC BANK NA,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,03,3,1000,194512,1,04,602000000,2,01,202312,4,4,00,1,12,447757.0,198334.0,,,,Unknown,Small
256033492,C EDWARD SALTER CHARITABLE TRUST,% PNC BANK NA,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,03,3,1000,198003,1,04,602123000,2,01,202312,6,5,00,1,12,1135472.0,770440.0,,,,Unknown,Medium
256033502,J GORDON SMILEY CHARITABLE TRUST UW,% PNC BANK NA,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,92,3,1000,197406,0,00,000000000,6,01,202312,4,4,00,1,12,428768.0,293301.0,,,,Unknown,Medium
256033972,WEST SUNBURY CEM ASSN,% PNC BANK NA,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,92,0,1000,000000,0,00,000000000,0,12,202312,4,3,00,1,12,129453.0,82937.0,,,,Unknown,Small
256033987,JOHN B BRAWLEY FUND UA  MELLON BANK NORTH NA,,PO BOX 185,PITTSBURGH,PA,15230,0000,92,3,1000,000000,0,00,909000000,6,12,202406,3,1,00,1,06,41702.0,2084.0,,T90Z,,Philanthropy & Foundations,Micro
256033992,E H & B M COLLINS TRUST  FBO MEMORIAL LIBRARY FUND,% MELLON BANK NORTH NA,PO BOX 185,PITTSBURGH,PA,15230,0000,92,0,1000,000000,0,00,000000000,0,12,202406,3,1,00,1,06,79185.0,6382.0,,,,Unknown,Micro
256033993,ERNEST H COLLINS TR UA,% MELLON BANK N A,PO BOX 185,PITTSBURGH,PA,15230,0000,92,3,1000,000000,0,00,909000000,6,12,202406,5,4,00,1,06,681320.0,236857.0,,,,Unknown,Small
256034014,EDWARD H DILLEY TRUST,% BNY MELLON NA,PO BOX 185,PITTSBURGH,PA,15230,0000,92,2,1000,000000,0,00,000000000,0,01,202312,4,4,00,1,12,331874.0,135795.0,,,,Unknown,Small
256034035,JAMES E HENRETTA UA TRUST A 311-1AR,% MELLON BANK NA,PO BOX 185,PITTSBURGH,PA,15230,0000,92,3,1000,197012,0,00,909000000,6,12,202312,3,1,00,1,12,73107.0,3537.0,,,,Unknown,Micro
256034041,LAURA J JENKINS TR UA,% MELLON BANK NA TTEE,PO BOX 185,PITTSBURGH,PA,15230,0000,92,3,1000,000000,0,00,000000000,6,12,202406,5,4,00,1,06,503485.0,166794.0,,,,Unknown,Small
256034096,EMMA S SMITH MEM FD UW W SMITH 324-1AR,% MELLON BANK NA,PO BOX 185,PITTSBURGH,PA,15230,0000,92,3,1000,197012,0,00,909000000,6,12,202312,3,1,00,1,12,87877.0,6698.0,,,,Unknown,Micro
256034107,S STERN U W FOR MOVL ASSOC CHAR 326-0AR,% MELLON BANK NA,PO BOX 185,PITTSBURGH,PA,15230,0000,92,3,1000,197012,0,00,909000000,2,12,202312,4,4,00,1,12,288078.0,120288.0,,,,Unknown,Small
256034615,WILLIAM J & IDA M PICCIOTTO TRUST,% PNC BANK NA,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,92,0,1000,000000,0,00,000000000,0,12,202312,4,4,00,1,12,144524.0,180575.0,,,,Unknown,Small
256034927,PLUMBERS APPRENTICESHIP EDUCATIONAL FUND,,1040 MONTOUR WEST IND PARK,CORAOPOLIS,PA,15108,0000,05,3,3000,196306,2,00,059566000,2,01,202312,6,6,01,0,12,4051741.0,1755022.0,1238948.0,,,Unknown,Large
256035806,LABORERS DISTRICT COUNCIL OF,,12 EIGHTH STREET 5TH FLOOR,PITTSBURGH,PA,15222,0000,09,3,1000,195501,2,00,264000000,2,01,202312,9,9,01,0,12,479750876.0,272821599.0,128534481.0,,,Unknown,Major
256035823,BROWNS HILL BIBLE CHAPEL,,3349 BEECHWOOD BLVD,PITTSBURGH,PA,15217,0000,03,3,7000,196412,1,10,001000000,1,01,,0,0,06,0,12,,,,,,Unknown,Unknown
256035849,PITTSBURGH CHAPTER UNITED OSTOMY ASSOCIATION INC,% PITTSBURGH OSTOMY SOCIETY,2160 GREENTREE RD APT 306,PITTSBURGH,PA,15220,0000,03,3,2000,196812,1,16,059000000,1,01,202308,0,0,02,0,08,0.0,0.0,0.0,,,Unknown,Micro
256035975,ROCKWELL FOUNDATION,% W F ROCKWELL JR,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,03,3,1200,195811,1,04,602000000,2,01,202312,8,7,00,1,12,10288628.0,5749815.0,,,,Unknown,Large
256036397,FREE & ACCEPTED MASONS OF PENNSYLVANIA,% CHARLES WILLIAM JOHNS,41 E PROSPECT AVE,PITTSBURGH,PA,15205,0372,10,9,1000,197209,1,00,036000000,5,01,,0,0,02,0,12,,,,,674 CORAOPOLIS LODGE,Unknown,Unknown
256036687,CHARLES M STALEY DECD FOR HELENE M STALEY UW NO 281,% PNC BANK NA,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,03,3,1000,198012,1,04,602000000,2,01,202312,4,3,00,1,12,121669.0,96652.0,,,,Unknown,Small
256036857,LEWIS PARK TRUST 10265052084 FBO A H E R C,% MELLON BANK N A,PO BOX 185,PITTSBURGH,PA,15230,0000,92,3,1000,190012,0,00,909000000,6,12,202409,7,6,00,1,09,8624582.0,4059010.0,,,,Unknown,Large
256036983,STURGES FOUNDATION,,281 ROUTE 30,IMPERIAL,PA,15126,0000,03,3,1200,195804,1,04,119602029,2,01,202312,4,2,00,1,12,157158.0,23306.0,,,,Unknown,Micro
256037400,BULL CREEK CEMETERY ASSOCIATION INC,% EDWARD ADAMS,117 CLARAVISTA DR,TARENTUM,PA,15084,0000,13,3,2000,196507,2,00,900000000,1,01,202412,3,3,02,0,12,95136.0,38453.0,38453.0,,,Unknown,Micro
256037469,MARY J DONNELLY FOUNDATION,,2901 SMALLMAN ST APT 5B,PITTSBURGH,PA,15201,0000,03,3,1700,195305,1,04,602561160,2,01,202406,6,4,00,1,06,1965385.0,349904.0,,,,Unknown,Medium
256037470,DORMONT ATHLETIC BOOSTERS ASSOCIATION INC,,PO BOX 8074,PITTSBURGH,PA,15216,0000,03,3,2000,196410,1,16,328317349,1,01,202312,3,3,01,0,12,39635.0,86190.0,82036.0,,,Unknown,Small
256037737,PENNSYLVANIA ORDER OF THE EASTERN STAR INC,% SANDRA J VOEGLER SECRETARY,3579 MASONIC WAY,PITTSBURGH,PA,15237,3413,03,9,1000,199408,1,15,153000000,1,01,202404,0,0,02,0,04,0.0,0.0,0.0,,356 NORWOOD HERRINGTON CHAPTER,Unknown,Micro
256037778,PI KAPPA ALPHA FRATERNITY,,3725 ALLEQUIPPA ST,PITTSBURGH,PA,15213,0355,07,9,1000,194106,2,00,036319317,5,01,202306,2,3,01,0,06,14198.0,79781.0,78756.0,,GAMMA SIGMA CHAPTER,Unknown,Small
256037790,PPG INDUSTRIES FOUNDATION,% KUMAR NANDAN,1 PPG PL,PITTSBURGH,PA,15272,0000,03,3,1200,195312,1,04,602000000,1,01,202312,8,8,00,1,12,20202265.0,11815823.0,,,,Unknown,Major
256037853,ST MARK LUTHERAN CHURCH OF DUQUESNE,% ETHEL M PAVLICK,615 S 5TH ST,DUQUESNE,PA,15110,9386,03,9,7000,198804,1,10,001000000,1,01,,0,0,06,0,12,,,,,,Unknown,Unknown
256038007,WOMENS OVERSEAS SERVICE LEAGUE,% LOIS SHIRLEY,2916 SKYLINE DR,WEST MIFFLIN,PA,15122,0622,03,9,1000,201412,1,16,000000000,1,01,202405,0,0,02,0,05,0.0,0.0,0.0,W30,PITTSBURGH UNIT,Public Benefit,Micro
256038039,WECHSLER RESEARCH FOUNDATION,% PHYLLIS WECHSLER,5323 NORTHUMBERLAND ST,PITTSBURGH,PA,15217,0000,03,3,2000,195810,1,04,161180602,1,01,202312,4,1,00,1,12,159941.0,7832.0,,,,Unknown,Micro
256038462,DEGRIMM RENFREW TRUST UW FBO DARTHEA ROWLAND,% PNC BANK,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,92,3,1000,200601,0,00,000000000,6,12,202312,4,4,00,1,12,219771.0,144533.0,,,PITTSBURGH NATIONAL BANK TTEE,Unknown,Small
256038490,GEORGE H BEDFORD CHARITIES,% PNC BANK,500 1ST AVE,PITTSBURGH,PA,15219,0000,92,3,1000,197504,0,00,909000000,6,12,202409,6,5,00,1,09,2057635.0,610099.0,,,,Unknown,Medium
256038584,ALEPPO TWP VOL FIRE CO INC,,PO BOX 108,SEWICKLEY,PA,15143,0000,04,3,1000,196508,1,00,407000000,1,01,202312,6,4,01,0,12,1611319.0,363631.0,363131.0,,,Unknown,Medium
256038615,BNAI EMUNOH CONGREGATION,,4315 MURRAY AVE,PITTSBURGH,PA,15217,0000,03,3,7000,194308,1,10,001029000,1,01,,0,4,06,0,12,,,,,,Unknown,Unknown
256038876,ST ANDREWS LUTHERAN CHURCH,,987 BEAVER GRADE RD,MOON TOWNSHIP,PA,15108,0000,03,3,7000,196503,1,10,001000000,1,01,,0,0,06,0,12,,,,,,Unknown,Unknown
256038910,SHARPSBURG VETERANS ASSOCIATION,,1017 MAIN ST,PITTSBURGH,PA,15215,0000,07,3,1000,196802,2,00,319000000,1,01,202312,4,4,01,0,12,162267.0,155094.0,87519.0,,,Unknown,Small
256040024,MARY E SMITH T W FOR IOOF 339,% PNC BANK NA,500 FIRST AVE P7PFSC03Z,PITTSBURGH,PA,15219,0000,92,0,1000,000000,0,00,000000000,0,12,201312,3,2,00,0,12,47942.0,13137.0,,,NATIONAL CITY BANK OF PA,Unknown,Micro
256040858,BELLEFIELD EDUCATIONAL TRUST,,PO BOX 185,PITTSBURGH,PA,15230,0000,03,3,1000,194806,1,04,059000000,2,01,202403,1,1,00,1,03,5616.0,3801.0,,,,Unknown,Micro
256040949,ROSS TOWNSHIP FIREMENS RELIEF ASSOCIATION,% FRANK STRIGHT,1000 ROSS MUNICIPAL RD,PITTSBURGH,PA,15237,0000,04,3,3000,197505,2,00,265407000,1,01,202412,6,4,01,0,12,1546237.0,287373.0,287373.0,,,Unknown,Medium
256041060,CROATIAN FRATERNAL UNION OF AMERICA,% JENNA ZABELSKY,1416 HIGHLAND AVE,DUQUESNE,PA,15110,0399,08,9,1000,194104,1,00,319000000,5,01,202312,0,0,02,0,12,0.0,0.0,0.0,,320 LODGE HOLY CROSS,Unknown,Micro
256041077,HIGHLANDS AQUA CLUB,,315 CHURCHILL RD,PITTSBURGH,PA,15235,0000,07,3,1000,196412,2,00,319317318,1,01,202312,0,0,02,0,12,0.0,0.0,0.0,,,Unknown,Micro
256041234,MCKNIGHT VILLAGE CIVIC ASSN INC,,PO BOX 15372,PITTSBURGH,PA,15237,0000,04,3,1000,195107,2,00,298328318,1,01,202412,0,0,02,0,12,0.0,0.0,0.0,,,Unknown,Micro
256041404,ABUNDANT JOY FELLOWSHIP,,411 FIRST AVENUE,TARENTUM,PA,15084,0000,03,3,7000,197811,1,10,001000000,1,01,,0,0,06,0,12,,,,,,Unknown,Unknown
256041849,ADERHOLD G H SCHOLARSHIP FD 500-246,,PO BOX 185,PITTSBURGH,PA,15230,0000,92,3,1000,000000,0,00,909000000,6,12,202409,4,2,00,1,09,179710.0,16680.0,,,,Unknown,Micro
256041850,ARTHUR VINING DAVIS FOUNDATION 2,,PO BOX 185,PITTSBURGH,PA,15230,0000,03,3,1270,196604,1,04,602000000,2,01,202312,9,8,00,1,12,109315680.0,37025092.0,,,,Unknown,Major
256042171,PITCAIRN RELIEF FIRE CO NO 2,,480 BROADWAY,PITCAIRN,PA,15140,0000,04,3,1000,194803,1,00,407000000,1,01,202312,4,2,02,0,12,101394.0,20708.0,8624.0,,,Unknown,Micro
256042284,ANCIENT ORDER OF HIBERNIANS IN AMERICA,% JOHN TARPEY,1014 STRATMORE ST,PITTSBURGH,PA,15205,0832,08,9,1000,194505,1,00,279265000,5,01,202406,0,0,02,0,06,0.0,0.0,0.0,,COUNTY BOARD OF ALLEGHENY COUNTY PA,Unknown,Micro
256042518,PENN MASONIC HALL ASSOCIATION,% LARRY BOYER,162 SYCAMORE DR,PENN HILLS,PA,15235,0000,02,3,1000,199308,2,00,912000000,1,01,202312,0,0,02,0,12,0.0,0.0,0.0,,,Unknown,Micro
256042616,INGOMAR VOLUNTEER FIRE COMPANY NO 2,,PO BOX 274,INGOMAR,PA,15127,0000,04,3,1000,194505,1,00,905407000,1,01,202312,7,4,01,0,12,5176983.0,308958.0,306363.0,,,Unknown,Medium
256042685,MUSE FOUNDATION,% ALBERT C MUSE ET AL TTEES,200 FLEET STREET SUITE 5000,PITTSBURGH,PA,15220,0000,03,3,1200,195904,1,04,602000000,2,01,202312,5,3,00,1,12,597394.0,93952.0,,,,Unknown,Small
256042700,ALLEGHENY COUNTY MEDICAL SOCIETY AUXILIARY,,850 RIDGE AVE,PITTSBURGH,PA,15212,0000,03,3,1200,196307,1,16,161180927,5,01,202405,0,0,02,0,05,0.0,0.0,0.0,,,Unknown,Micro
256043515,FAYETTE S OLMSTED FOUNDATION 55 84-3,% PITTSBURGH NATL BANK,500 1ST AVE,PITTSBURGH,PA,15219,0000,03,3,1000,197012,1,04,909000000,2,01,202409,4,3,00,1,09,104927.0,26966.0,,,,Unknown,Micro
256048614,AIR AND WASTE MANAGEMENT ASSOCIATION,,436 7TH AVE STE 2100,PITTSBURGH,PA,15219,0000,03,3,2000,195209,1,16,350059279,5,01,202312,6,6,01,0,12,2253893.0,2056300.0,2051061.0,C032,,Environment,Large
256048717,ELFINWILD VOLUNTEER FIRE CO,,2807 MOUNT ROYAL BLVD,GLENSHAW,PA,15116,0000,04,3,1000,194410,1,00,905407000,1,01,202312,6,4,01,0,12,2308410.0,225816.0,225816.0,,,Unknown,Small
256048726,GREEN TREE WOMANS CIVIC CLUB,% GREEN TREE WOMANS CIVIC CLUB,996 GLENCOE AVE,PITTSBURGH,PA,15220,0000,04,3,3000,201206,2,00,040000000,1,01,202412,0,0,02,0,12,0.0,0.0,0.0,S81,,Community Development,Micro
256048835,PITTSBURGH BUILDING OWNERS WELFARE FUND,% CDS AMINISTRATORS INC,60 BLVD OF THE ALLIES 5TH FLOOR,PITTSBURGH,PA,15222,0000,09,3,2000,198104,2,00,264000000,2,01,202406,7,8,01,0,06,6677095.0,10585059.0,10585059.0,,,Unknown,Major
256048838,PORT AUTHORITY OF ALLEGHENY COUNTY TRANSIT DIV EMPLOYERS RELIEF ASSO,% CHARLES BREITSMAN,THREE GATEWAY CENTER STE 1625,PITTSBURGH,PA,15222,0000,09,3,2000,194508,2,00,263902264,5,01,202409,4,2,02,0,09,169762.0,17743.0,17743.0,,,Unknown,Micro
256048968,SPECTROSCOPY SOCIETY OF PITTSBURGH,,2150 ELDO RD,MONROEVILLE,PA,15146,0000,03,3,8000,195201,1,16,059000000,5,01,202406,7,4,01,0,06,9996505.0,380710.0,380710.0,,,Unknown,Medium
