EIN,NAME,ICO,STREET,CITY,STATE,ZIP,GROUP,SUBSECTION,AFFILIATION,CLASSIFICATION,RULING,DEDUCTIBILITY,FOUNDATION,ACTIVITY,ORGANIZATION,STATUS,TAX_PERIOD,ASSET_CD,INCOME_CD,FILING_REQ_CD,PF_FILING_REQ_CD,ACCT_PD,ASSET_AMT,INCOME_AMT,REVENUE_AMT,NTEE_CD,SORT_NAME,SECTOR,SIZE_BUCKET,ORG_NAME,AVG_RECENT_REVENUE,AVG_PRIOR_REVENUE,PCT_CHANGE,MOMENTUM_SCORE,VOLATILITY,MOMENTUM_CLASS,REVENUE,PROGRAM_PCT,IS_HOLLOW,IS_TURBULENT
256261521,M F GNAD TRUSTT UW WOMENS FEDERATION 3400550,% PNC BANK NA,500 1ST AVE,PITTSBURGH,PA,15219,0000,03,3,1000,198511,1,04,602000000,2,01,202406,4,3,00,1,06,271582.0,69032.0,,,,Unknown,Small,M F Gnad Trustt Uw Womens Federation 3400550,13194,33789,-60.95,-18904,1.37,turbulent,1437,0.0,False,True
256261523,MARGARET F GNADE TUW YMCA AND YWCA,,500 1ST AVE,PITTSBURGH,PA,15219,0000,03,3,1000,198602,1,04,602000000,1,01,202406,5,4,00,1,06,595484.0,151115.0,,,,Unknown,Small,Margaret F Gnade Tuw Ymca And Ywca,29253,29800,-1.84,-42076,0.67,turbulent,3419,0.0,False,True
256261524,M F GNADE TR UW OIL CITY LIBRARY,% PNC BANK NA,500 1ST AVE,PITTSBURGH,PA,15219,0000,03,3,1000,198511,1,04,602000000,2,01,202406,4,4,00,1,06,405153.0,101109.0,,,,Unknown,Small,M F Gnade Tr Uw Oil City Library,19747,52827,-62.62,-28212,1.41,turbulent,2308,0.0,False,True
256263430,VIOLETTA L COLCORD U W FBO DELAWARE AVE BAPTIST CHURCH,% MELLON BANK NA,PO BOX 185,PITTSBURGH,PA,15230,0000,03,3,1000,199808,1,04,602000000,2,01,202312,4,1,00,1,12,108236.0,8160.0,,T30Z,,Philanthropy & Foundations,Micro,Violetta L Colcord U W Fbo Delaware Ave Baptist Church,8721,7774,12.19,6404,0.45,weak_up,11218,0.0,False,False
256270720,WILMA O SCHAUFLER TR UW,% PNC BANK,500 1ST AVE,PITTSBURGH,PA,15219,0000,03,0,1000,198712,1,17,000000000,5,01,202409,6,4,01,0,09,1425007.0,181657.0,27145.0,,,Unknown,Small,Wilma O Schaufler Tr Uw,94579,177918,-46.84,-54677,0.53,turbulent,74685,0.0,True,True
256271811,BENJAMIN & ELIZABETH TRAU FOUNDATION,% PITTSBURGH NATIONAL BANK CO-TTEE,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,03,3,1000,201610,1,04,000000000,2,01,202312,5,5,00,1,12,977054.0,661485.0,,T22,,Philanthropy & Foundations,Medium,Benjamin & Elizabeth Trau Foundation,44040,99461,-55.72,-25342,0.62,turbulent,5421,0.0,False,True
256271818,MENDEL E AND SYLVIA G SOLOMON CHARITABLE TRUST,% PNC BANK NA TRUST TAX DEPT,500 1ST AVE,PITTSBURGH,PA,15219,0000,03,3,1000,201803,1,04,909000000,2,01,202407,6,6,00,1,07,4872635.0,1275751.0,,T22,J QUINT CO-TTEE,Philanthropy & Foundations,Large,Mendel E And Sylvia G Solomon Charitable Trust,322450,190889,68.92,-345109,0.69,turbulent,108589,0.0,True,True
256271822,ADDISON F HOLLIDAY TRUST UW FBO BOYS CLUB OF PITTSBURGH INC,% PNC BANK NA,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,03,3,1000,202112,1,04,000000000,2,01,202312,6,6,00,1,12,1828486.0,1218680.0,,T20,,Philanthropy & Foundations,Large,Addison F Holliday Trust Uw Fbo Boys Club Of Pittsburgh Inc,87209,187162,-53.4,-66454,0.88,turbulent,-3414,,False,True
256271936,HAROLD F THOMAS TR UE DTD 010572 FBO HOBART BRANCH-COL OF SENECA,% PNC BANK,500 1ST AVE,PITTSBURGH,PA,15219,0000,03,3,2000,198706,0,04,000000000,2,01,202405,6,4,00,1,05,1869622.0,353838.0,,,PNC BANK N A,Unknown,Medium,Harold F Thomas Tr Ue Dtd 010572 Fbo Hobart Branch Col Of Seneca,163243,133979,21.84,-619070,1.22,turbulent,-135792,,False,True
256271949,CALVIN LOGAN HASSINGER AND CATHERINE ELVERDA HASSINGER TRUST,% PNC BANK NATIONAL ASSOCIATION,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,03,3,1000,201902,1,04,909602000,2,01,202312,5,4,00,1,12,518788.0,347783.0,,T20,,Philanthropy & Foundations,Medium,Calvin Logan Hassinger And Catherine Elverda Hassinger Trust,23807,52060,-54.27,-13680,0.65,turbulent,1502,0.0,False,True
256274500,ALICE L STECK TRUST UW,% MELLON BANK NA,PO BOX 185,PITTSBURGH,PA,15230,0000,03,3,1000,199807,1,04,602000000,2,01,202312,4,2,00,1,12,146242.0,23163.0,,T22Z,,Philanthropy & Foundations,Micro,Alice L Steck Trust Uw,16040,4425,262.43,4780,0.81,turbulent,20188,0.0,False,True
256275964,MAUDE F GNADE TUW CHARITIES 3400580,% PNC BANK NA,500 1ST AVE,PITTSBURGH,PA,15219,0000,03,3,1000,198609,1,04,602000000,2,01,202405,6,6,00,1,05,1912925.0,1000769.0,,,,Unknown,Large,Maude F Gnade Tuw Charities 3400580,156727,143940,8.88,-128582,0.72,turbulent,61994,0.0,True,True
256276186,BENZ WILLIAM L & MARGARET L FDN,,PO BOX 185,PITTSBURGH,PA,15230,0000,03,3,1000,198707,1,04,909000000,2,01,202405,6,5,00,1,05,3524951.0,932906.0,,,,Unknown,Medium,Benz William L & Margaret L Fdn,362501,190864,89.93,-713929,0.88,turbulent,20827,0.0,False,True
256277066,BOZZONE FAMILY FOUNDATION,% MICHAEL I DANOVITZ,35TH FL 210 SIXTH AVE,PITTSBURGH,PA,15222,0000,03,3,1200,198808,1,04,602000000,2,01,202312,6,5,00,1,12,2606180.0,740886.0,,,,Unknown,Medium,Bozzone Family Foundation,289930,496260,-41.58,113316,1.16,turbulent,365592,0.0,True,True
256277068,R P SIMMONS FAMILY FOUNDATION,,BIRCHMERE 79 QUAKER HOLLOW ROAD,SEWICKLEY,PA,15143,0000,03,3,1200,198808,1,04,602000000,2,01,202312,6,4,00,1,12,1785636.0,497312.0,,,,Unknown,Medium,R P Simmons Family Foundation,910193,1641373,-44.55,142293,1.45,turbulent,646790,0.0,True,True
256280469,GERTRUDE H SUTTON TRUST UW,% MELLON BANK NORTH N A,PO BOX 185,PITTSBURGH,PA,15230,0000,03,3,1000,199403,1,04,602000000,2,01,202312,6,6,00,1,12,3626199.0,2234833.0,,,,Unknown,Large,Gertrude H Sutton Trust Uw,253636,167598,51.34,-6738,0.84,turbulent,161091,0.0,True,True
256281508,GENE W CRARY RES TR UW,% PNC BANK N A,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,03,3,1000,199911,1,04,000000000,2,12,202312,6,6,00,1,12,4234230.0,2706662.0,,X22,,Religion,Large,Gene W Crary Res Tr Uw,348902,396341,-11.97,98764,0.19,weak_down,366886,0.0,True,False
256281525,GENE W CRARY TR UW FBO CRARY ART GALLERY,% PNC BANK,500 1ST AVE,PITTSBURGH,PA,15219,0000,03,3,1000,199608,1,04,602000000,2,01,202409,4,4,00,1,09,422919.0,118456.0,,T22I,,Philanthropy & Foundations,Small,Gene W Crary Tr Uw Fbo Crary Art Gallery,25800,47910,-46.15,18067,0.81,turbulent,28382,0.0,False,True
256281625,ANNE TASH TR UW FBO J&A TASH MEMOR FND FOR CARNEGIE-MELLON UNIVERSITY,% PNC BANK NATIONAL ASSOCIATION,500 1ST AVE,PITTSBURGH,PA,15219,0000,03,3,1000,201902,1,04,000000000,2,01,202406,5,4,00,1,06,572093.0,151109.0,,T22,,Philanthropy & Foundations,Small,Anne Tash Tr Uw Fbo J&A Tash Memor Fnd For Carnegie Mellon University,29114,28111,3.57,-40386,1.08,turbulent,4168,0.0,False,True
256282009,J A YOUNG TR FOR ALOYSIUS CHURCH,% PNC BANK NA,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,03,3,1000,201002,1,04,000000000,2,01,202312,4,4,00,1,12,213178.0,133971.0,,T22,,Philanthropy & Foundations,Small,J A Young Tr For Aloysius Church,9780,36274,-73.04,-7096,1.29,turbulent,40,0.0,False,True
256282382,TIPPINS FOUNDATION,,209 4TH AVE,PITTSBURGH,PA,15222,0000,03,3,1000,198705,1,04,000000000,2,01,202312,5,5,00,1,12,610627.0,591089.0,,,,Unknown,Medium,Tippins Foundation,385196,528976,-27.18,-129901,0.38,strong_momentum_down,298057,0.0,True,False
256282388,MAGOVERN FAMILY FOUNDATION,,20 STANWIX ST STE 650,PITTSBURGH,PA,15222,0000,03,3,1000,198909,1,04,602000000,2,01,202312,6,4,00,1,12,1261732.0,362101.0,,,,Unknown,Medium,Magovern Family Foundation,67851,94815,-28.44,29698,1.85,turbulent,82484,0.0,True,True
256283004,OTTO TRUST FOR BENEFIT OF GRACE REFORMED CHURCH,% PNC BANK,500 1ST AVE,PITTSBURGH,PA,15219,0000,03,3,1000,201604,1,04,602000000,2,01,202406,4,3,00,1,06,268172.0,72153.0,,,,Unknown,Small,Otto Trust For Benefit Of Grace Reformed Church,12903,13317,-3.11,-16097,0.56,turbulent,2043,0.0,False,True
256283005,OTTO CHARITABLE TRUST FOR BENEFIT OF CALVIN PRESBYTERIAN CHURCH,% PNC BANK,500 1ST AVE,PITTSBURGH,PA,15219,0000,03,3,1000,201606,1,04,602000000,2,01,202406,4,3,00,1,06,258712.0,58776.0,,T22,,Philanthropy & Foundations,Small,Otto Charitable Trust For Benefit Of Calvin Presbyterian Church,14574,11535,26.35,-16694,0.82,turbulent,464,0.0,False,True
256284538,JOSEPH ELIAS CHARITABLE TRUST,,PO BOX 2812,PITTSBURGH,PA,15230,0000,03,3,1000,198804,1,04,602000000,2,01,202412,3,4,00,1,12,86262.0,179717.0,,,,Unknown,Small,Joseph Elias Charitable Trust,21444,140233,-84.71,-6811,1.69,turbulent,-982,,False,True
256285631,FRANK T EBBERTS CHARITABLE FOUNDATION,% PNC BANK NATIONAL ASSOCIATION,500 1ST AVE,PITTSBURGH,PA,15219,0000,03,3,1000,202410,1,04,000000000,2,01,202406,4,3,00,1,06,269460.0,74630.0,,,,Unknown,Small,Frank T Ebberts Charitable Foundation,13253,15631,-15.22,-19402,0.56,turbulent,1220,0.0,False,True
256286779,LENA MCCOOK KUHN CHAR TRUST UW FBO,% MELLON BANK N A,PO BOX 185,PITTSBURGH,PA,15230,0000,03,3,1000,199005,1,04,909000000,2,01,202312,4,2,00,1,12,247580.0,24505.0,,,UNITED PRESBYTERIAN CHURCH,Unknown,Micro,Lena Mccook Kuhn Char Trust Uw Fbo,19638,18073,8.66,14804,0.49,weak_up,25803,0.0,False,False
256287116,LLOYD L FLEMING TRUST UNDER WILL FBO,% PNC BANK,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,03,3,1000,199204,1,04,040000000,2,01,202312,6,5,00,1,12,1086434.0,902354.0,,,WESTERN PA SCHOOL FOR THE BLIND,Unknown,Medium,Lloyd L Fleming Trust Under Will Fbo,70091,67755,3.45,-58424,0.93,turbulent,11083,0.0,False,True
256287406,PHL-SW EDUCATIONAL TRUST FUND,,239 4TH AVE STE 420,PITTSBURGH,PA,15222,0000,03,1,1000,198802,1,15,430000000,2,01,202312,3,4,01,0,12,75095.0,124641.0,124641.0,,,Unknown,Small,Phl Sw Educational Trust Fund,148165,122646,20.81,17659,0.29,strong_momentum_up,177565,0.0,True,False
256289737,JEANNETTE G SMILEY TRUST UW FBO BOY SCOUTS OF AMERICA,% MARINE BANK,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,92,3,1000,200602,0,00,000000000,6,12,202312,4,4,00,1,12,351174.0,228961.0,,,,Unknown,Small,Jeannette G Smiley Trust Uw Fbo Boy Scouts Of America,18092,52848,-65.77,-2090,0.91,turbulent,8843,0.0,False,True
256291080,DINGER SCHOLARSHIP FUND,% PNC BANK NA,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,03,3,1000,201409,1,03,000000000,1,01,202312,4,4,00,1,12,161435.0,111008.0,,T50,,Philanthropy & Foundations,Small,Dinger Scholarship Fund,8117,6038,34.44,355,0.29,strong_momentum_up,6471,0.0,False,False
256291905,SHIRLEY A SMITH REVOCABLE TRUST,% BNY MELLON NA,PO BOX 185,PITTSBURGH,PA,15230,0000,03,3,1000,200308,1,04,000000000,1,01,202312,6,6,00,1,12,2997839.0,1658310.0,,T30,,Philanthropy & Foundations,Large,Shirley A Smith Revocable Trust,251471,284292,-11.54,120985,0.61,turbulent,230107,0.0,True,True
256292867,OTTO RUTH VARNER-SENECA VALLEY HIGH,% MELLON BANK NA,PO BOX 185,PITTSBURGH,PA,15230,0000,03,3,1000,198806,1,04,000000000,2,01,202405,6,5,00,1,05,1067676.0,558916.0,,,,Unknown,Medium,Otto Ruth Varner Seneca Valley High,112889,50656,122.85,-246006,0.97,turbulent,-9437,,False,True
256292908,SNEE-REINHARDT CHARITABLE FOUNDATION,% PNC BANK,620 LIBERTY AVENUE 10TH FLOOR,PITTSBURGH,PA,15222,0000,03,3,1000,198803,1,04,350602000,2,01,202312,8,8,00,1,12,22411853.0,13016482.0,,,,Unknown,Major,Snee Reinhardt Charitable Foundation,1113499,2095818,-46.87,-1481006,0.5,turbulent,11192,0.0,False,True
256293692,VFW LOUIS WAUGAMAN POST 3577,% PNC BANK NATIONAL ASSOCIATION,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,03,3,1000,202009,1,04,000000000,2,01,202312,4,4,00,1,12,185919.0,120652.0,,,,Unknown,Small,Vfw Louis Waugaman Post 3577,9346,10886,-14.14,-7125,0.59,turbulent,-203,,False,True
256296919,E OFFENBANK T-W 05053-00-5,% PNC BANK NA,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,03,3,1000,201407,1,04,000000000,2,01,202312,4,4,00,1,12,178277.0,194345.0,,,,Unknown,Small,E Offenbank T W 05053 00 5,8602,14764,-41.73,-7091,0.86,turbulent,-431,,False,True
256296993,MARGARET PENN TUW FBO TRINITY 2910100,% PNC BANK NA,500 1ST AVE,PITTSBURGH,PA,15219,0000,03,3,2000,198904,1,04,602000000,2,01,202408,4,3,00,1,08,112585.0,44973.0,,,,Unknown,Micro,Margaret Penn Tuw Fbo Trinity 2910100,8186,10693,-23.44,-14869,0.91,turbulent,2585,0.0,False,True
256302433,MARTHA MOORE MARTIN MEM HOSP FUND T W H20020006,% PNC BANK NA,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,92,0,1000,000000,0,00,000000000,0,12,202312,4,4,00,1,12,244583.0,155768.0,,,,Unknown,Small,Martha Moore Martin Mem Hosp Fund T W H20020006,11062,12611,-12.28,-10243,0.76,turbulent,-622,,False,True
256304831,MARJORIE B INGRAHAM TR U W,% PNC BANK,500 1ST AVE,PITTSBURGH,PA,15219,0000,03,0,1000,000000,1,04,000000000,5,01,202409,4,4,00,1,09,370617.0,105093.0,,,,Unknown,Small,Marjorie B Ingraham Tr U W,16567,39703,-58.27,23776,0.82,turbulent,23850,0.0,False,True
256305861,MARTHA S SMITH T W GRACE UNITED CHURCH OF CHRIST,% COMMONWEALTH NATIONAL BANK,PO BOX 185,PITTSBURGH,PA,15230,0000,03,3,1000,198910,1,04,602000000,2,01,202405,4,2,00,1,05,339400.0,18677.0,,,,Unknown,Micro,Martha S Smith T W Grace United Church Of Christ,26890,23508,14.38,19876,0.45,weak_up,34347,0.0,False,False
256305933,HOWARD & NELL E MILLER FOUNDATION 53795-4,% PNC BANK N A,500 1ST AVE,PITTSBURGH,PA,15219,0000,03,3,1000,201610,1,04,909000000,2,01,202405,7,5,00,1,05,6564960.0,983217.0,,T22,,Philanthropy & Foundations,Medium,Howard & Nell E Miller Foundation 53795 4,326243,370047,-11.84,-240328,0.47,weak_down,178266,0.0,True,False
256305961,FRED H HARRISON TRUST,% PNC BANK N A,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,03,3,1000,201608,1,04,000000000,2,01,202312,5,4,00,1,12,574030.0,381169.0,,T20,,Philanthropy & Foundations,Medium,Fred H Harrison Trust,25702,56872,-54.81,-15292,0.82,turbulent,2583,0.0,False,True
256305985,THOMAS WALTER PLANTE TRUST,% PNC BANK NATIONAL ASSOCIATION,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,03,3,1000,201702,1,04,000000000,2,01,202312,4,4,00,1,12,418054.0,267942.0,,T22,,Philanthropy & Foundations,Medium,Thomas Walter Plante Trust,19417,82742,-76.53,-15234,1.22,turbulent,-69,,False,True
256307654,MARY M CARTOLANO TR,% PNC BANK N A,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,03,3,1700,201608,1,04,000000000,2,01,202312,4,3,00,1,12,122482.0,78899.0,,T20,16100010539744,Philanthropy & Foundations,Small,Mary M Cartolano Tr,5412,12075,-55.18,-3959,0.63,turbulent,59,0.0,False,True
256311365,SAMUEL EPSTEIN FOUNDATION TRUST,% PNC BANK NA,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,03,3,2000,199702,1,04,602000000,5,01,202312,6,6,00,1,12,2930505.0,1938024.0,,B82Z,,Education,Large,Samuel Epstein Foundation Trust,115414,287173,-59.81,-2905,0.93,turbulent,19292,0.0,False,True
256311416,LLOYD W HYDINGER TRUST UA,% MELLON BANK NA,PO BOX 185,PITTSBURGH,PA,15230,0000,03,3,1000,199809,1,04,602000000,2,01,202312,4,4,00,1,12,281517.0,155133.0,,T22Z,,Philanthropy & Foundations,Small,Lloyd W Hydinger Trust Ua,27913,18138,53.89,-21605,1.02,turbulent,6114,0.0,False,True
256312920,CHARLES M MORRIS CHARITABLE TRUST,% PNC BANK NA,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,03,3,1000,199008,1,04,001150602,2,01,202312,8,8,00,1,12,28595338.0,10475280.0,,,,Unknown,Major,Charles M Morris Charitable Trust,1982234,2716425,-27.03,-170776,0.49,strong_momentum_down,883977,0.0,True,False
256312989,SAMUEL G FISHER TRUST UW FBO ST PAULS UNITED CHURCH OF CHRIST,% PNC BANK,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,03,3,1000,199512,1,04,909000000,2,01,202312,4,4,00,1,12,408046.0,150134.0,,T99Z,,Philanthropy & Foundations,Small,Samuel G Fisher Trust Uw Fbo St Pauls United Church Of Christ,30313,56137,-46.0,-12974,1.03,turbulent,-2542,,False,True
256316279,DELLAIDOTTI CHARITABLE TRUST,% PNC BANK NATIONAL ASSOCIATION,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,03,3,1000,201902,1,04,909000000,2,01,202312,6,6,00,1,12,1767685.0,1172659.0,,T20,,Philanthropy & Foundations,Large,Dellaidotti Charitable Trust,86980,148445,-41.41,-61675,0.7,turbulent,492,0.0,False,True
256318631,ESTHER L SODER PATTON FUND,% MELLON BANK NA,PO BOX 185,PITTSBURGH,PA,15230,0000,03,3,1000,200205,1,04,928000000,1,01,202312,6,4,00,1,12,1105906.0,142190.0,,N20,,Recreation & Sports,Small,Esther L Soder Patton Fund,110034,69511,58.3,77154,0.77,turbulent,117294,0.0,True,True
256327217,ROSSIN FOUNDATION,% LALLY & CO LLC,PO BOX 12790,PITTSBURGH,PA,15241,0000,03,3,1000,198909,1,04,602000000,2,01,202312,8,8,00,1,12,43655393.0,21873564.0,,T31J,,Philanthropy & Foundations,Major,Rossin Foundation,4190698,3202620,30.85,-1243837,0.48,uncategorized,2583361,0.0,True,False
256328609,EDWIN E SLICK TRUST UW FBO SLICK MEMORIAL FUND,% PNC BANK,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,03,0,1000,000000,0,04,000000000,0,12,202312,5,4,00,1,12,717014.0,476003.0,,,,Unknown,Medium,Edwin E Slick Trust Uw Fbo Slick Memorial Fund,34854,77219,-54.86,-20527,0.64,turbulent,3557,0.0,False,True
256330635,ANITA G BANNON TRUST FOR THE FIRST UNITED PRESYTERIAN CHURCH OF OIL,% MELLON BANK N A,PO BOX 185,PITTSBURGH,PA,15230,0000,03,3,1000,199405,1,04,602000000,2,01,202312,6,4,00,1,12,1080491.0,480470.0,,,,Unknown,Medium,Anita G Bannon Trust For The First United Presyterian Church Of Oil,93080,73266,27.04,-59768,0.97,turbulent,23769,0.0,False,True
256334467,RICK WEAVER MEMORIAL SCHOLARSHIP TRUST,% PNC BANK NA,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,03,3,1000,199301,1,04,040000000,2,01,202312,3,3,00,1,12,79950.0,43921.0,,,,Unknown,Micro,Rick Weaver Memorial Scholarship Trust,4261,14616,-70.85,-6408,1.66,turbulent,-3010,,False,True
256335329,THE FINE FOUNDATION,% FFC CAPITAL CORP,1 PPG PL STE 1670,PITTSBURGH,PA,15222,0000,03,3,1000,199001,1,04,000000000,1,01,202312,4,6,00,1,12,291241.0,2152308.0,,,,Unknown,Large,The Fine Foundation,2373992,975279,143.42,1299159,0.81,turbulent,2755483,0.0,True,True
256340928,C BROWN FBO UNITED PRESBYTERIAN CH ACCT NO,% PNC BANK NA,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,03,0,1000,000000,0,04,000000000,0,12,202312,4,4,00,1,12,184620.0,118506.0,,,,Unknown,Small,C Brown Fbo United Presbyterian Ch Acct No,6694,19825,-66.23,-4499,0.86,turbulent,-1029,,False,True
256343684,HW PARKS TR FBO EMLENTON UNITED METH ETAL,% MELLON BANK NA,PO BOX 185,PITTSBURGH,PA,15230,0000,03,3,1000,199809,1,04,602000000,2,01,202312,3,1,00,1,12,95770.0,7221.0,,T22Z,,Philanthropy & Foundations,Micro,Hw Parks Tr Fbo Emlenton United Meth Etal,7529,7372,2.13,4892,0.4,stable,9383,0.0,False,False
256344325,MELVING KELLER AND MARY F KELLER SCHOLARSHIP FUND,% PNC BANK NA,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,03,3,1000,199012,1,04,040000000,2,01,202312,6,5,00,1,12,1096011.0,681749.0,,,,Unknown,Medium,Melving Keller And Mary F Keller Scholarship Fund,42594,108877,-60.88,256,0.75,turbulent,2424,0.0,False,True
256345387,ROBERT C DOUTHITT IRRV LIFE INS TR 121284 FBO ALICE D BURFORD AM12-86,% PITTSBURGH NATIONAL BANK TTEE,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,03,3,1000,201903,1,04,000000000,2,01,202312,4,4,00,1,12,449768.0,294446.0,,T20,,Philanthropy & Foundations,Medium,Robert C Douthitt Irrv Life Ins Tr 121284 Fbo Alice D Burford Am12 86,19526,45430,-57.02,-13736,0.98,turbulent,902,0.0,False,True
256346205,BRUCE D & TREASURE SACHNOFF CHARIT FAMILY FOUNDATION,,PO BOX 185,PITTSBURGH,PA,15230,0000,03,3,1000,199104,1,04,602000000,2,01,202404,4,4,00,1,04,332156.0,180079.0,,,SACHNOFF BRUCE D TTEE,Unknown,Small,Bruce D & Treasure Sachnoff Charit Family Foundation,40241,82412,-51.17,-4000,0.61,turbulent,29762,0.0,False,True
256347429,ELIZABETH M SHIRAS TR FBO CHILDERN,% PITTSBURGH NATL BK TR DIVISION,500 1ST AVE,PITTSBURGH,PA,15219,0000,03,3,1000,201612,1,04,909000000,2,01,202405,6,4,00,1,05,1349198.0,272510.0,,T11,,Philanthropy & Foundations,Medium,Elizabeth M Shiras Tr Fbo Childern,69330,88518,-21.68,-74307,0.72,turbulent,-19254,,False,True
256352669,BEATRICE M BUTLER TRUST UNDER AGREE MENT FBO BETHANY UNITED METHODIST,% BNY MELLON N A,PO BOX 185,PITTSBURGH,PA,15230,0000,03,3,1000,199108,1,04,602000000,2,01,202406,4,1,00,1,06,213412.0,5010.0,,,METHODIST CHURCH,Unknown,Micro,Beatrice M Butler Trust Under Agree Ment Fbo Bethany United Methodist,14613,12732,14.77,10954,0.46,weak_up,19291,0.0,False,False
256352670,BEATRICE M BUTLER TR UNDER AGREEMENT FBO METHODIST HOME FOR,% COMMONWEALTH NATIONAL BANK TTEE,PO BOX 185,PITTSBURGH,PA,15230,0000,03,3,1000,199112,1,04,602000000,2,01,202406,4,1,00,1,06,169027.0,4272.0,,,,Unknown,Micro,Beatrice M Butler Tr Under Agreement Fbo Methodist Home For,13023,11961,8.88,8937,0.43,weak_up,16891,0.0,False,False
256352924,WALLACE P HOUGH CHARITABLE TR 057549-1,% PITTSBURGH NATL BK TTEE,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,03,3,1000,199109,1,04,560000000,2,01,202312,5,5,00,1,12,777278.0,503643.0,,,,Unknown,Medium,Wallace P Hough Charitable Tr 057549 1,35594,86238,-58.73,-26699,0.62,turbulent,-443,,False,True
256355089,ALBERTA C HUBLEY TRUST UW FBO MEMORIAL LUTHERAN CHURCH,% PNC BANK NA,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,03,3,1000,201801,1,04,000000000,2,01,202312,4,3,00,1,12,124965.0,84115.0,,T20,,Philanthropy & Foundations,Small,Alberta C Hubley Trust Uw Fbo Memorial Lutheran Church,5612,11450,-50.99,-4487,0.75,turbulent,-94,,False,True
256355090,ALBERTA C HUBLEY CHARITABLE TRUST,% PNC BANK,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,03,3,1000,202007,1,04,000000000,2,01,202312,4,3,00,1,12,112891.0,75592.0,,T20,,Philanthropy & Foundations,Small,Alberta C Hubley Charitable Trust,5437,23049,-76.41,-3876,0.94,turbulent,287,0.0,False,True
256357283,M H BLAIR TR UW WARN GENERAL HOSP,% MARINE BANK TTEE,500 1ST AVE,PITTSBURGH,PA,15219,0000,03,3,1000,199204,0,04,000000000,5,01,202409,5,4,00,1,09,716390.0,195019.0,,,,Unknown,Small,M H Blair Tr Uw Warn General Hosp,42281,71497,-40.86,31135,0.59,turbulent,46718,0.0,False,True
256357284,BLAIR MH TW BETHESDA MEM HOSP,% PNC BANK N A,500 1ST AVE,PITTSBURGH,PA,15219,0000,03,3,1000,199204,1,04,000000000,1,01,202409,5,4,00,1,09,723627.0,210118.0,,,,Unknown,Small,Blair Mh Tw Bethesda Mem Hosp,44107,72643,-39.28,35732,0.59,turbulent,51519,0.0,True,True
256357285,M H BLAIR TR UW FBO ST JOHNS HOSPITAL,% MARINE BANK TTEE,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,03,3,1000,199204,0,04,000000000,2,01,202309,5,5,00,1,09,736189.0,530011.0,,,,Unknown,Medium,M H Blair Tr Uw Fbo St Johns Hospital,41940,70369,-40.4,31258,0.57,turbulent,44681,0.0,False,True
256357819,JOHN W SOFFEL FOUNDATION,% PNC BANK,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,03,3,1000,199104,1,04,150000000,2,12,202312,6,6,00,1,12,2715630.0,1888829.0,,,,Unknown,Large,John W Soffel Foundation,166775,265899,-37.28,-188135,0.73,turbulent,16797,0.0,False,True
