EIN,NAME,ICO,STREET,CITY,STATE,ZIP,GROUP,SUBSECTION,AFFILIATION,CLASSIFICATION,RULING,DEDUCTIBILITY,FOUNDATION,ACTIVITY,ORGANIZATION,STATUS,TAX_PERIOD,ASSET_CD,INCOME_CD,FILING_REQ_CD,PF_FILING_REQ_CD,ACCT_PD,ASSET_AMT,INCOME_AMT,REVENUE_AMT,NTEE_CD,SORT_NAME
256094010,PHI SIGMA KAPPA,% BENJAMIN T JARMUL JR,CO 243 CYPRESS KNOLL DRIVE,SEWICKLEY,PA,15143,0258,07,9,1000,197502,2,00,036000000,5,01,202309,6,4,01,0,09,1050278,383093,383093,,110 PSK ASSOC OF STATE COLLEGE
256094360,H & R STEIN TRUST,,PO BOX 185,PITTSBURGH,PA,15230,0000,92,3,1000,190012,0,00,909000000,6,12,202409,3,1,00,1,09,78812,7583,,,
256094749,ACLD INC,,4900 GIRARD RD,PITTSBURGH,PA,15227,0000,03,3,1200,196806,1,16,059160040,1,01,202406,6,7,01,0,06,4333679,5372987,5372987,P820,
256094955,UNIVERSITY OF PITTSBURGH OBSERVATORY TRUST FUND JC0200000,% PNC BANK NA,500 1ST AVE,PITTSBURGH,PA,15219,0000,92,0,1000,000000,0,00,000000000,0,12,202409,5,4,00,1,09,708207,197872,,,NATIONAL CITY BANK OF PA
256103319,JOHNSON ERNEST Q FOR CHARITY,% MELLON BANK NA,PO BOX 185,PITTSBURGH,PA,15230,0000,03,3,1000,197012,1,04,928000000,6,01,202409,6,5,00,1,09,1410994,679328,,,
256103340,CLIFFORD BLISS PARAGRAPH TWELVE,% PNC BANK,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,92,3,1000,200604,0,00,000000000,6,12,202312,6,6,00,1,12,2344084,1185116,,,
256103365,CLINTONVILLE METH EPIS CEM UW,,PO BOX 185,PITTSBURGH,PA,15230,0000,92,0,1000,000000,0,00,000000000,0,12,202406,4,2,00,1,06,112255,12264,,,
256103482,OPCMIA LOCAL 526 WELFARE FUND,% OPCMIA LOCAL 526 WELFARE FUND,1900 ANDREW ST,MUNHALL,PA,15120,0039,05,9,3000,194007,2,00,263264000,5,01,202405,8,7,01,0,05,16792668,6602956,6602956,,526 WELFARE FUND
256104864,REBECCA DAVIS TR UW FOR CHARITY,% PNC BANK NA,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,03,3,1000,197406,1,04,000000000,2,01,202312,8,7,00,1,12,11794506,8349225,,T900,
256105162,ROY A HUNT FOUNDATION,% MELLON BANK NA,1 BIGELOW SQ STE 630,PITTSBURGH,PA,15219,0000,03,3,1000,197010,1,04,602000000,2,01,202405,9,8,00,1,05,78053836,23391370,,,
256105924,ROBERT AND MARY WEISBROD FOUNDATION,% PNC BANK NA,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,03,3,1000,197003,1,04,602000000,2,01,202312,8,7,00,1,12,12697881,5210736,,,
256106243,PENN HILLS BAPTIST CHURCH,,323 HULTON RD,VERONA,PA,15147,3125,03,9,7000,195504,1,10,001000000,5,01,,0,0,06,0,12,,,,,
256108519,LOUISE COLTERYAHN CHARITIES-028384-4PITTSBURGH NATIO,% PITTSBURGH NATIONAL BANK,500 1ST AVE,PITTSBURGH,PA,15219,0000,03,3,1000,197407,0,04,000000000,1,01,202407,4,4,00,1,07,478420,123148,,,
256109316,EDITH M SAUL TR 1 FOB JOHN N SAUL EDITH M SAUL EDUCATION FUND,% PNC BANK,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,92,3,1000,200603,0,00,909000000,6,12,202312,4,4,00,1,12,353642,231676,,,
256109746,ALEX C WALKER EDUCATIONAL & CHARITABLE FOUNDATION 28668-0,% PNC BANK,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,03,3,2000,197108,1,04,161180059,2,01,202312,7,6,00,1,12,8635771,3232269,,,
256111668,J ARCHER TW FOR 1ST METHODIST,% PNC BANK NA,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,92,3,1000,000000,0,00,909000000,6,12,202312,3,3,00,1,12,94987,62863,,,
256111673,ANTHONY J BARRON TR UA FOR CHURCHES,% PNC BANK NA,500 1ST AVE,PITTSBURGH,PA,15219,0000,03,3,1000,198701,1,04,000000000,1,01,202412,6,4,00,1,12,1778503,456024,,,
256112290,PENNSYLVANIA ELKS MAJOR PROJECT TRUST FUND,% MELLON NATL BK TTEE,PO BOX 185,PITTSBURGH,PA,15230,0000,03,3,1000,199101,1,15,909000000,2,01,202406,7,6,01,0,06,6626354,2208262,410358,Y40I,
256112618,HAROLD & SHIRLEY ROBINSON FOUNDATION,,420 FORT DUQUESNE BLVD STE 1900,PITTSBURGH,PA,15222,0000,03,3,1000,197104,1,04,059602029,2,01,202409,5,4,00,1,09,505943,196373,,,
256112958,IRA H HASLET NECT,% PNC BANK NA,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,92,3,1000,197905,0,00,909000000,6,12,202312,4,4,00,1,12,234825,154755,,,NATIONAL CITY BANK
256114734,WILLIAM KOUNTZ FITCH MEMORIAL FUND TRUST UW 029443-7 FBO RED CROSS,% PNC BANK,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,03,3,1000,200603,0,04,000000000,6,01,202312,4,4,00,1,12,170724,113017,,,PITTSBURGH NATIONAL BANK TTEE
256114735,WILLIAM KOUNTZ FITCH TRUST UW FBO WILLIAM K FITCH MEMORIAL FUND,% PNC BANK NA,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,92,0,1000,000000,0,00,000000000,0,12,202312,6,6,00,1,12,3185854,2503847,,,
256114736,WILLIAM KOUNTZ FITCH TRUST FBO SALVATION ARMY MEMORIAL FUND,% PNC BANK,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,92,3,1000,200603,0,00,000000000,6,12,202312,4,4,00,1,12,143675,104424,,,
256117328,TRESA BURNS TRUST UA,% PNC BANK,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,03,3,1000,199603,1,04,000000000,2,12,202312,6,6,00,1,12,3026140,1940488,,T20Z,
256117636,IVA M HENDRICK NONEXEMPT CHARITABLE TRUST UW,% MELLON BANK N NATIONAL ASSOC,PO BOX 185,PITTSBURGH,PA,15230,0000,92,0,1000,000000,0,00,000000000,0,12,202406,4,3,00,1,06,186292,63362,,,
256118347,MCKEE MEMORIAL WESTMORE LAND HOSPITAL NECT,% PNC BANK NA,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,91,0,1000,197309,0,00,000000000,0,12,202312,6,5,01,0,12,1366567,950644,-18804,,
256118687,ANDREW J WEBER TRUST UW FBO SMITHFIELD CONGREGATIONAL CHURCH,% PNC BANK,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,03,3,1000,200603,0,04,000000000,6,01,202312,4,4,00,1,12,227933,148203,,,PITTSBURGH NATL BANK TTEE UW
256119452,HAROLD D JONES TRUST UW,% PNC BANK NA,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,03,3,1000,199106,1,04,602000000,2,01,202312,6,5,00,1,12,1303830,824859,,,PENNSYLVANIA BANK & TRUST COMPANY
256119561,W C HENRY MEMORIAL FUND UA FBO,% PNC BANK NA,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,92,3,1000,000000,0,00,909000000,6,12,202312,4,4,00,1,12,393019,259483,,,HENRY R P
256119807,HELEN BRICE SCHOLARSHIP FUND ACCOUNT,,PO BOX 185,PITTSBURGH,PA,15230,0000,03,3,2000,198201,1,04,003000000,2,01,202312,4,2,00,1,12,234681,11639,,,
256120089,HARRIET R BLISS PARAGRAPH XXXI,% PNC BANK NA,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,92,3,1000,200603,0,00,000000000,6,12,202312,6,6,00,1,12,2919210,1479224,,,MARINE NATIONAL BANK
256120479,MARION FRANCES SCHIMMELFENG,% PNC BANK NA,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,03,3,1000,201109,1,04,000000000,2,01,202312,6,6,00,1,12,2019485,1359570,,T22,
256120617,WESTERN PENNSYLVANIA ELEC EMPLS WAGE & FRNGE BENEFIT ASSRNC TR FND,,5 HOT METAL STREET NO 301 200,PITTSBURGH,PA,15203,0000,09,3,1000,198910,2,00,000000000,1,01,202312,6,5,01,0,12,3397439,541359,541359,,
256121241,GEORGE F & ROSALIE PETERSON MEMORIAL TRUST NO 2,% PNC BANK,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,03,3,1000,201902,1,04,909000000,2,01,202312,6,6,00,1,12,2131955,1312833,,T22,
256121513,O EAKINS TRUST FBO,,PO BOX 185,PITTSBURGH,PA,15230,0000,92,3,1000,190012,0,00,909000000,6,12,202409,6,5,00,1,09,2829301,844314,,Z99Z,B E ENDOWMENT FUND
256123560,J MURPHY FOR CATHOLIC INSTITUTE,% PNC BANK,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,92,3,1000,200602,0,00,000000000,6,12,202312,6,6,00,1,12,1914712,1945234,,,
256124739,EMILY MAYER NO 2-4203-6,% PNC BANK NA,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,92,0,1000,000000,0,00,000000000,0,12,202312,4,4,00,1,12,183873,117845,,,
256126268,ELIZABETH RESS TEST TRUST 43-3583 00 2,% PNC BANK NA,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,92,0,1000,000000,0,00,000000000,0,12,202312,4,3,00,1,12,154290,99606,,,
256128562,ARBUCKLE ART FOUNDATION UW,,PO BOX 185,PITTSBURGH,PA,15230,0000,92,0,1000,000000,0,00,000000000,0,12,202406,3,1,00,1,06,83890,8023,,,BNY MELLON NA
256128716,ELEANOR & RUDOLPH NELSON CHAR TR 357-5AR,% MELLON BANK NA,PO BOX 185,PITTSBURGH,PA,15230,0000,92,3,1000,197307,0,00,909000000,6,12,202312,4,3,00,1,12,310068,59409,,,
256129751,J WARNE TR FBO BROWNSON & LEMOYNE 10265003244,% MELLON BANK NA,PO BOX 185,PITTSBURGH,PA,15230,0000,03,3,1000,000000,0,04,909000000,6,12,202409,5,3,00,1,09,577739,52551,,P27I,
256131545,WM B HOUSTON TRUST NO 505-112 FOR L,% MELLON BANK NA,PO BOX 185,PITTSBURGH,PA,15230,0000,92,3,1000,190012,0,00,909000000,6,12,202409,4,1,00,1,09,106940,7745,,B70I,10265051128
256131996,WILSON A CAMPBELL TR 31625-9 FBO SEWICKLEY PRESBYTERIAN CHURCH,% PNC BANK,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,03,0,1000,000000,0,04,000000000,0,12,202312,4,4,00,1,12,225184,141999,,,
256132388,MINNA K RUUD FOUNDATION 2XN0-46-P00255003,% PNC BANK NA,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,92,0,1000,000000,0,00,000000000,0,12,202312,6,5,00,1,12,1073821,726228,,,
256133024,AMERICAN LEGION,,660 MILLER AVE,CLAIRTON,PA,15025,0925,19,9,1000,194603,1,00,907908000,5,01,202212,1,0,02,0,12,1,0,0,,0076 HAZLETON INC POST PA
256134076,EARL W & JULIA T MCGILL MEMORIAL FUND TR,% BNY MELLON BANK NA,PO BOX 185,PITTSBURGH,PA,15230,0000,03,3,1000,199808,1,04,602000000,2,01,202312,3,3,00,1,12,99833,44380,,T50J,
256134327,HERMAN & HELEN LIPSITZ CHARITABLE TRUST,,1900 MURRAY AVE STE 203,PITTSBURGH,PA,15217,0000,03,3,1000,197207,1,04,602000000,2,01,202312,6,5,00,1,12,3897712,532913,,,
256134986,ROSE KOEHLER CURTZE MEMORIAL FUND,% PNC BANK NA,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,03,3,1000,200609,1,04,909000000,1,01,202312,8,7,00,1,12,13809369,6247450,,T22,
256139660,CROSS ROADS PRESBYTERIAN CHURCH,% BNY MELLON,PO BOX 185,PITTSBURGH,PA,15230,0000,92,3,1000,000000,0,00,909000000,6,12,202409,4,2,00,1,09,252340,18220,,,
256139793,ORVILLE TITLOW WOODWARD FBO W & J COLLEGE TRUST,% BNY MELLON NA,PO BOX 185,PITTSBURGH,PA,15230,0000,03,3,1000,201104,1,04,000000000,2,01,202312,5,4,00,1,12,547919,232773,,T22,WOODWARD R C & G JR ET AL TTEES
256142617,LORETTA GALVIN TRUST UW FBO MAGEETOWN CHURCH 46PO4773001,,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,03,3,1000,202207,1,04,909000000,2,01,202312,4,3,00,1,12,112257,75391,,,
256145275,INTERNATIONAL BROTHERHOOD OF ELEC WORKERS UNDEREMP SUBST,% PARK WEST ONE,5 HOT METAL ST STE 200,PITTSBURGH,PA,15203,0000,09,3,1000,198208,2,00,264263000,1,01,202312,7,4,01,0,12,5063003,247775,247775,,
256155137,JOSEPH F BONADIE TW,% PNC ADVISORS,500 1ST AVE,PITTSBURGH,PA,15219,0000,03,3,1000,199610,1,04,602000000,2,01,202406,5,4,00,1,06,659213,167142,,X22Z,
256155876,ARTHUR MAYER CHARITABLE FOUNDATION,% PNC BANK,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,03,3,1000,201812,1,04,909000000,2,01,202312,7,6,00,1,12,7378722,4852054,,T90,
256156788,HOWARD A AND EDNA L BOYER TRUST FUND,% PNC BANK NA,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,03,3,1000,197410,1,04,602000000,2,01,202312,4,4,00,1,12,161334,106631,,,TW CHURCH 00 1675008
256156794,PAUL E HILL AND MILDRED L HILL MEMORIAL FUND,% PNC BANK NATIONAL ASSOCIATION,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,03,3,1000,201902,1,04,909000000,2,01,202312,6,6,00,1,12,3823152,2757886,,T22,
256156851,VELMA & BERTHA D SCHREUS FUND,% PNC BANK NA,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,03,3,1000,201904,1,04,909000000,2,01,202312,4,4,00,1,12,338311,218117,,T22,
256157836,AMERICAN FEDERATION OF STATE COUNTY & MUNICIPAL EMPLOYEES,% MARY SWARNER,5416 BOSSART ST,PITTSBURGH,PA,15206,1381,05,9,3000,195708,2,00,263059264,5,01,202212,0,0,02,0,12,0,0,0,,L2577PA CLER ADMIN FISCAL BD OF ASS
256159352,ST JOHNS UNITED CHURCH OF CHRIST MELLON BANK NORTH NA,% MELLON BANK NA,PO BOX 185,PITTSBURGH,PA,15230,0000,03,3,2100,200507,1,04,000000000,1,01,202312,4,3,00,1,12,451969,42561,,T22,
256159360,NETTIE & LILLIAN BAIRD TR U-W,% MELLON BANK,PO BOX 185,PITTSBURGH,PA,15230,0000,03,3,1000,199809,1,04,602000000,2,01,202312,3,1,00,1,12,27655,2155,,T22Z,
256159365,HOWES-NELSON CHARITABLE TRUST 381-3AR,% MELLON BANK NA,PO BOX 185,PITTSBURGH,PA,15230,0000,92,3,1000,197411,0,00,909000000,6,12,202312,4,2,00,1,12,137369,15553,,,
256159785,FLORA PAXTON HICKMAN FOUNDATION 540-027 NECT,% MELLON BANK NA,PO BOX 185,PITTSBURGH,PA,15230,0000,92,3,1000,197512,0,00,909000000,2,12,202312,5,4,00,1,12,757415,434490,,,
256159810,J BEAMER TEST TR FBO PAULINE BEAMER PICKENS,,PO BOX 185,PITTSBURGH,PA,15230,0000,03,3,1000,200202,1,04,000000000,5,01,202312,6,4,00,1,12,1258590,237162,,T20,
256159917,F ROSENBLUM TRUST 540-058 FBO,% MELLON BANK NA,PO BOX 185,PITTSBURGH,PA,15230,0000,92,3,1000,000000,0,00,909000000,6,12,202406,3,1,00,1,06,59625,5006,,,TIFERETH CEMETERY
256160100,BEATRICE B STROBACH TRUST,,PO BOX 185,PITTSBURGH,PA,15230,0000,03,3,1000,197505,1,04,040602000,2,01,202312,6,6,00,1,12,2184956,3183764,,,
256160722,JOHN R MCCUNE CHAR TRUST NO 9721,% PNC BANK NA,1 MARKET ST FL 5,PITTSBURGH,PA,15222,0000,92,3,1000,190012,0,00,909000000,6,12,202311,9,7,00,1,11,68723635,8798274,,,NATIONAL CITY BANK
256161010,ELIZABETH T PATTERSON TR UW 33862-1 FBO PRESSLEY RIDGE SCHOOL,% PITTSBURGH NATL BANK TTEE,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,92,0,1000,000000,0,00,000000000,0,12,202312,3,3,00,1,12,46596,31548,,,
256161157,MARY GRACE ANDERSON TRUST C-7114B FBO SHADY SIDE HOSPITAL,% PNC BANK NA,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,92,0,1000,000000,0,00,000000000,0,12,202312,4,4,00,1,12,196615,127884,,,
256163835,AGNES M SWANSON TW,% PNC ADVISORS P2-PTPP-10-2,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,03,3,1000,199903,1,04,000000000,2,01,202312,6,6,00,1,12,1916233,1249213,,T20,
256164317,EDITH A LANGDALE SCHOLARSHIP FUND,% PNC BANK NA,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,03,3,1000,201809,1,04,909000000,2,01,202308,4,4,00,1,08,238179,151436,,T22,
256164318,EDITH A LANGDALE TRUST FBO GRACE UM,% PNC BANK NA,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,03,3,1000,197409,1,04,602000000,2,01,202312,4,4,00,1,12,278675,178616,,,
256165070,J MURPHY TR UW FBO RENOVO HOSP 2113AP,% MELLON BK CNTRL,PO BOX 185,PITTSBURGH,PA,15230,0000,92,3,1000,199308,0,00,909000000,6,12,202312,2,1,00,1,12,17051,1748,,,
256165104,EDNA M QUIST TW,,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,03,3,1000,199610,1,04,602000000,2,01,202312,4,4,00,1,12,192258,126442,,T50Z,
256169380,GREEN CARL & OPAL MEMORIAL FUND,% MELLON BANK NORTH NA,PO BOX 185,PITTSBURGH,PA,15230,0000,92,0,1000,000000,0,00,000000000,0,12,202406,4,3,00,1,06,128580,43434,,,
256170449,WILLOCK MEMORIAL FUND,,PO BOX 185,PITTSBURGH,PA,15230,0000,03,3,1000,198907,1,04,602000000,2,01,202409,6,6,00,1,09,4234297,2389594,,,
256170554,LOUIS & IDA AMDURSKY & BENJAMIN ANDURSKY MEMORIAL FUNDS,% BNY MELLON NA,PO BOX 185,PITTSBURGH,PA,15230,0000,03,3,1000,198303,1,04,000000000,0,01,202312,6,6,00,1,12,3398734,3896396,,T900,
256170579,MARGARET M PATTON TRUST UW,% MELLON BANK,PO BOX 185,PITTSBURGH,PA,15230,0000,03,3,1000,198303,1,04,602160000,2,01,202312,6,6,00,1,12,4085699,3426177,,,
256170617,BERT P AND EDNA R NEWTON NORWALK PRESBYTERIAN CHURCH FUND,% BNY MELLON,PO BOX 185,PITTSBURGH,PA,15230,0000,03,3,1000,202005,1,04,202005000,1,01,202409,4,2,00,1,09,191335,16290,,,
256170618,BERT P AND EDNA R NEWTON MILAN PRESBYTERIAN CHURCH FUND,% MELLON BANK N A,PO BOX 185,PITTSBURGH,PA,15230,0000,03,3,1000,202005,1,04,909000000,2,01,202409,4,2,00,1,09,234611,21142,,T22,
256170619,BERT P & EDNA ROE NEWTON CHAR TRUST,% BNY MELLON NA,PO BOX 185,PITTSBURGH,PA,15230,0000,13,3,1000,190012,0,00,909000000,6,01,202109,3,1,02,0,09,65367,6343,3057,,MILAN CEMETERY ASSOCATION
256170620,BERT P & EDNA R NEWTON CHARITABLE TRUST FBO,,PO BOX 185,PITTSBURGH,PA,15230,0000,03,3,1000,202005,1,04,909000000,2,01,202409,5,3,00,1,09,674237,41944,,A11,
256170911,H W & E W HUBER FUND,% PNC BANK NA,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,03,3,7000,202410,1,04,000000000,2,01,202312,4,4,00,1,12,406515,277999,,X11,
256170924,E L & KATHERINE MORGAN CHARITABLE TRUST,% PNC BANK NA,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,03,3,1000,201501,1,04,909000000,2,01,202312,5,4,00,1,12,600280,383218,,T20,NATIONAL CITY BANK
256171314,C CARROLL TW FOR CHARITIES,% PNC BANK NATIONAL ASSOCIATION,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,92,3,1000,197608,0,00,909000000,6,12,202312,5,4,00,1,12,580082,366563,,,
256172670,JAMES B GEROW TRUST UW,,500 1ST AVE,PITTSBURGH,PA,15219,0000,03,3,1000,199202,1,04,602000000,2,01,202406,4,3,00,1,06,358533,96218,,,
256181424,DT WATSON REHAB HOSPITAL FOR CHILDREN,% PNC BANK,500 1ST AVE,PITTSBURGH,PA,15219,0000,91,3,1000,200603,0,00,000000000,6,01,202412,8,8,01,0,12,28590785,13508899,6879500,,
256182054,BARKEYVILLE CEMETERY ASSOC,% MELLON BANK NORTH NA,PO BOX 185,PITTSBURGH,PA,15230,0000,13,3,1000,000000,0,00,000000000,5,01,202406,5,4,01,0,06,840420,230228,36511,,
256182057,FIRST PRES CH EMLENTON,% MELLON BANK NA,PO BOX 185,PITTSBURGH,PA,15230,0000,92,0,1000,000000,0,00,000000000,0,12,202406,4,3,00,1,06,107156,31989,,,
256182062,LOG CEM ASSOC U A 10222403AR8,% MELLON BANK NA,PO BOX 185,PITTSBURGH,PA,15230,0000,92,0,1000,000000,0,00,000000000,0,12,201206,1,1,00,0,06,1,1,,,
256182066,RAMAGE S Y UE ACCUM INC ROAD,,PO BOX 185,PITTSBURGH,PA,15230,0000,92,0,1000,000000,0,00,000000000,0,12,202406,4,3,00,1,06,334779,98293,,,
256183887,DELLA G PLANTS CHARIT TR 505-257 FBO QUINCY UNITED METHOD HOME ETA,% MELLON BK N A TTEE UW,PO BOX 185,PITTSBURGH,PA,15230,0000,92,0,1000,000000,0,00,000000000,0,12,201012,1,1,00,1,12,1,1,,,
256183939,PETER PALLAS SCHOLARSHIP FUND,% BNY MELLON N A,PO BOX 185,PITTSBURGH,PA,15230,0000,03,3,1000,198212,1,04,040602000,2,01,202312,4,1,00,1,12,175741,9783,,,
256184085,JAMES B GRIEVES TRUST UW FOR THE MASONIC HOMES OF ELIZABETHTOWN AND,% BNY MELLON NA,PO BOX 185,PITTSBURGH,PA,15230,0000,03,3,1000,199403,1,04,602000000,2,01,202312,6,6,00,1,12,3899226,3091757,,,
256184809,JEANNETTE LONG TRUST UW,% PNC BANK NA,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,03,3,1000,199808,1,04,909000000,2,12,202312,5,4,00,1,12,634755,417264,,P20Z,
256184815,HARRY C WINSLOW FOUNDATION THE FIRST NATIONAL BANK OF PA TRUSTEE,,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,03,3,1000,197701,1,04,602000000,2,01,202312,5,4,00,1,12,694824,428026,,,
256186356,TRUST C UNDER WILL OF NORMAN C RAY NECT,% NATHAN K PARKER & J EDGAR WILLIAM,4280 LAUREL RIDGE DR,ALLISON PARK,PA,15101,0000,92,3,1000,197802,0,00,909000000,6,12,202312,5,4,00,1,12,823064,293884,,,
256186784,ELLA B KIRK UW 401-9AR,% MELLON BANK NA,PO BOX 185,PITTSBURGH,PA,15230,0000,03,3,1000,197808,1,04,909000000,2,12,202312,3,1,00,1,12,60002,6178,,,
256186822,WILLIAM P STRICKENBURG TR B UW,% MELLON BANK NORTH NA,PO BOX 185,PITTSBURGH,PA,15230,0000,03,3,1000,200209,1,04,000000000,2,01,202312,5,4,00,1,12,831050,365618,,T22,
256189285,LIONS SIGHT CONSERVATION FUND TRUST,% MELLON BANK NA,PO BOX 185,PITTSBURGH,PA,15230,0000,92,3,1000,199211,0,00,909000000,6,12,202212,5,4,00,1,12,990820,223290,,,
256190317,H G & ADDA RUSH TRUST 101529 FBO O C HOSP,% MELLON BANK N A,PO BOX 185,PITTSBURGH,PA,15230,0000,92,0,1000,000000,0,00,000000000,5,12,202406,4,2,00,1,06,489815,23619,,,
256190655,G HOWARD & HELEN MACKLIN TR,% MELLON BANK TTEE,PO BOX 185,PITTSBURGH,PA,15230,0000,03,3,1000,197810,1,04,602000000,2,01,202410,3,1,00,1,10,80510,8410,,,
256190932,EARL P WICKERHAM CHARITABLE TRUST,% PNC BANK,500 1ST AVE,PITTSBURGH,PA,15219,0000,03,0,1000,197610,0,04,000000000,0,12,202412,6,6,00,1,12,3549294,2786737,,,
256191026,QUAKER VALLEY AMBULANCE AUTHORITY,,3550 UNIVERSITY BLVD,MOON TOWNSHIP,PA,15108,0000,03,3,1000,201505,1,16,000000000,1,01,202405,6,6,01,0,05,1349938,1774183,997209,E62,
256191302,WILLIAM J MCMANNIS & A HASKELL MCMANNIS EDUCATIONAL TRUST FUND UW,% PNC BANK,500 1ST AVE,PITTSBURGH,PA,15219,0000,03,3,1200,197905,1,04,040000000,2,01,202408,8,6,00,1,08,10523550,3697080,,,
256191759,CLARA LOUISE KISER MEMORIAL FUND,% PNC BANK NA,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,03,3,1000,197801,1,04,040602029,2,01,202312,5,5,00,1,12,805967,595017,,,
256192083,LYNCH C FOR SCHOLARSHIPS,% BNY MELLON NA,PO BOX 185,PITTSBURGH,PA,15230,0000,03,3,1000,198110,1,04,914000000,2,01,202409,4,3,00,1,09,409477,50066,,,
256194014,CLARE J CRARY TR UW FBO THE CRARY HOME,% PNC BANK TTEE,500 1ST AVE,PITTSBURGH,PA,15219,0000,03,3,1000,199803,1,04,909000000,2,01,202410,6,6,00,1,10,3708369,2342331,,T20Z,
256196088,SEVIN FREDERIC W TUW,% PNC ADVISORS,500 1ST AVE,PITTSBURGH,PA,15219,0000,03,3,1000,199512,1,04,909000000,2,01,202409,5,4,00,1,09,669569,171430,,T99Z,
256196092,MADELINE KING-WINSLOW MEMORIAL FUND,% PNC ADVISORS,500 1ST AVE,PITTSBURGH,PA,15219,0000,03,3,1000,199608,1,17,909000000,2,01,202409,6,5,01,0,09,2683778,653923,110828,T30Z,FIRST NATIONAL BANK OF PA TTEE
256196807,E C LINDSEY MEM CH FD TRUST,% MELLON BANK NA,PO BOX 185,PITTSBURGH,PA,15230,0000,03,3,1000,199502,1,04,000000000,2,01,202312,6,5,00,1,12,1439707,527191,,,DAVID MORFORD TTEE
256197104,CAMBRIDGE SPRINGS PUBLIC LIBRARY ASSOCIATION ENDOWMENT FUND NECT,% PNC BANK NA,500 FIRST AVE P7PFSC03Z,PITTSBURGH,PA,15219,0000,92,3,1000,197807,0,00,909000000,6,12,202312,4,3,00,1,12,152157,98596,,,
256197260,WM F ROTH T-W FBO CHARITIES ACCT NO  063809900,% PNC BANK NA,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,03,3,1000,202409,1,04,000000000,2,01,202312,6,5,00,1,12,1142287,761994,,P20,
