EIN,ORG_NAME,AVG_RECENT_REVENUE,AVG_PRIOR_REVENUE,PCT_CHANGE,MOMENTUM_SCORE,VOLATILITY,MOMENTUM_CLASS
251581304,Upmc,1687574,1676721,0.65,262198,0.26,stable
251583742,Mitchell P Harmon Memorial Scholarship Foundation,21522,20027,7.47,13067,0.38,weak_up
251584539,Pittsburgh Amateur Hockey Association Inc,968992,999077,-3.01,220016,0.27,stable
251584697,Pittsburgh Concert Chorale,116238,137201,-15.28,1700,0.16,weak_down
251585685,Japan America Society Of,171758,195852,-12.3,8127,0.12,weak_down
251587932,North Allegheny Soccer Club Inc,284860,174755,63.01,69410,0.27,strong_momentum_up
251588611,Innovation Works Inc,15579260,13568218,14.82,16068994,0.33,weak_up
251588642,Leo Meyer Manor Inc,376028,330911,13.63,-9384,0.17,weak_up
251589087,Etna Commons Inc,603657,702516,-14.07,-23778,0.15,weak_down
251589215,Saxonburg Presbyterian Senior Housing Inc,332490,316536,5.04,19831,0.06,weak_up
251589408,Franciscan Child Day Care Center,853640,1000036,-14.64,8662,0.15,weak_down
251591350,The Mon Valley Initiative,6294573,4167122,51.05,-24279,0.28,uncategorized
251594578,The Pittsburgh Project,858645,1501140,-42.8,-516926,0.36,strong_momentum_down
251595712,Hampton Athletic Associaiton Inc,96616,152908,-36.81,42626,0.24,uncategorized
251595781,The North Allegheny Foundation,131366,166513,-21.11,-83122,0.36,strong_momentum_down
251595945,White Oak Borough Volunteer Fire Company No 1,126998,365159,-65.22,28697,1.14,turbulent
251596285,Frick Art & Historical Center Inc,11818153,8623341,37.05,-4109674,0.5,turbulent
251597939,Rotary International,70483,78181,-9.85,10097,0.32,weak_down
251598406,Hosack Elementary Parent Faculty Association,39225,51306,-23.55,-16754,0.17,strong_momentum_down
251599380,Pittsburgh Young Professionals Inc,43545,55951,-22.17,-3130,0.41,strong_momentum_down
251600580,East Allegheny Meals On Wheels Inc,55784,56806,-1.8,-9774,0.09,stable
251601078,Hampton Community Library,314128,303491,3.5,19900,0.08,stable
251601389,Green Tree Public Library,253220,268866,-5.82,-77571,0.08,weak_down
251601408,Friends Of The Carnegie Library Of Pittsburgh,20529,70027,-70.68,-50558,0.47,strong_momentum_down
251601511,Pittsburgh Region International Student Ministries Inc,734971,357678,105.48,1004937,0.81,turbulent
251603768,Ridc Southwestern Pennsylvania Growth Fund,9188857,3476770,164.29,10306078,1.03,turbulent
251603855,Warwick Foundation Inc,418764,499134,-16.1,42437,0.19,weak_down
251604115,Mercy Life Center Corporation,105348436,97753056,7.77,5421096,0.19,weak_up
251605078,Academy Of Trial Lawyers Of Allegheny County,278971,456252,-38.86,322973,0.28,uncategorized
251605139,North Hills Affordable Housing Inc,1334809,1102750,21.04,483552,0.24,strong_momentum_up
251605441,Fountainhead Foundation,351159,102424,242.85,602875,1.36,turbulent
251605932,Art Rooney Scholarship Fund,82983,115592,-28.21,4311,0.51,turbulent
251608242,Prime Time Adult Care Inc,238237,383541,-37.88,69189,0.2,uncategorized
251608957,The Homewood Cemetery Historical Fund,182260,258427,-29.47,-26020,0.74,turbulent
251609116,The Western Pennsylvania Golf Association Scholarship Trust Fund,182449,117348,55.48,72657,0.35,strong_momentum_up
251611216,Little League Baseball Inc,125025,129178,-3.21,152702,0.32,stable
251611589,Scott Conservancy,21361,14416,48.18,4225,0.48,strong_momentum_up
251611760,W P Snyder Iii Charitable Fund,132277,157369,-15.94,131025,1.5,turbulent
251611995,Emsworth Volunteer Fire Company,129817,72831,78.24,18599,0.33,strong_momentum_up
251612868,Jewish Residential Services Inc,1718104,2636376,-34.83,102074,0.58,turbulent
251613784,Pta Pennsylvania Congress,13663,33014,-58.61,7846,0.51,turbulent
251614988,Youth Collaboratory Inc,3938749,3856700,2.13,3221134,0.45,stable
251616917,The Oasis Recovery Center Of Western Pa,70915,67704,4.74,8695,0.19,stable
251617177,Avonworth Eagles,95656,72719,31.54,17331,0.44,strong_momentum_up
251619351,Donahue Family Foundation Inc,969821,514824,88.38,-1201932,0.71,turbulent
251619842,Ohio Valley General Hospital Workers Compensation Self Ins Tr,652,1459,-55.31,-1673,1.54,turbulent
251619844,Ohio Valley General Hospital Professional Liability Self Ins Tr,108075,327920,-67.04,74559,2.35,turbulent
251620373,Fairview Volunteer Fire Department Inc,126731,99415,27.48,-38975,0.24,uncategorized
251620513,Center Presbyterian Senior Housing Inc,66,1380508,-100.0,-199,1.55,turbulent
251621067,The Extra Mile Education Foundation Inc,2219244,2998135,-25.98,-387201,0.38,strong_momentum_down
251621542,Down Syndrome Association Of Pittsburgh,293309,230420,27.29,228365,0.41,strong_momentum_up
251621777,Germaine Harbor Inc,661233,630468,4.88,21416,0.05,stable
251623042,Club At Nevillewood,9450484,8711247,8.49,2980539,0.17,weak_up
251623603,Iprex,363418,390513,-6.94,163941,0.12,weak_down
251624347,Jewish Healthcare Foundation Of Pittsburgh,25425214,15424275,64.84,26216680,0.5,strong_momentum_up
251625924,Moon Area Hockey Association,128116,114438,11.95,17314,0.23,weak_up
251626106,Ireland Institute Of Pittsburgh,158815,181046,-12.28,79430,0.3,weak_down
251626761,Munhall Bureau Of Fire,112926,108920,3.68,-1589,0.04,stable
251627718,Hosanna House Inc,5333463,4244078,25.67,1356175,0.2,strong_momentum_up
251628168,Mt Ararat Community Activity Center Inc,2074398,1562963,32.72,-301608,0.44,uncategorized
251629196,Airport Corridor Transportation Assoc,955204,1038342,-8.01,-117283,0.19,weak_down
251629873,Independent Housing Resources East Inc,345077,290776,18.67,-83094,0.13,weak_up
251630949,Fetterolf Family Foundation,38466,117902,-67.37,92,0.84,turbulent
251631003,Thomas Jefferson Hockey Club Inc,161854,114606,41.23,66933,0.36,strong_momentum_up
251632400,Western Pennsylvania Interscholastic Hockey League,1555797,1418665,9.67,275061,0.07,weak_up
251632445,Veterans Of Foreign Wars Of The United States Dept Of Pennsylvania,117285,140832,-16.72,19146,0.11,weak_down
251633061,Swissvale Volunteer Fire Dept,176484,154679,14.1,-24518,0.48,weak_up
251633566,American Society Of Interior Designers Inc,19082,47192,-59.56,20277,0.46,uncategorized
251633728,Ohio Township Volunteer Fire Company Of Allegheny County,645457,518781,24.42,-178817,0.27,uncategorized
251634250,Greater Pittsburgh Office Of Promotion,706837,503400,40.41,373099,0.34,strong_momentum_up
251635121,Bridgeway Capital Inc,11650790,9495095,22.7,-2420789,0.3,uncategorized
251635226,Brentwood Youth Football Club Inc,47991,36640,30.98,38630,0.46,strong_momentum_up
251635433,Joint Chemical Group Inc,60197,132202,-54.47,-35029,0.33,strong_momentum_down
251636676,Regional Economic Development Corporation Of Southwestern Pennsy,909273,45088,1916.65,2501945,2.08,turbulent
251638462,Kennedy Township Independent Volunteer Fire Company,411485,170877,140.81,575195,0.79,turbulent
251638640,Mount Washington Community Development Corporation,268182,150677,77.98,-64079,0.85,turbulent
251639495,The Dr Joseph C Maroon Foundation,128116,75803,69.01,117218,0.51,turbulent
251639506,Emmaus Community Of Pittsburgh,6558980,4698968,39.58,2486177,0.41,strong_momentum_up
251640936,Mlac Inc,528019,629098,-16.07,40538,0.3,weak_down
251641486,Landmark Home Health Care Services,4874070,4402460,10.71,619553,0.09,weak_up
251641619,William V And Catherine A Mckinney Charitable Foundation,1407679,906881,55.22,385220,0.41,strong_momentum_up
251641676,Pta Pennsylvania Congress,36995,137234,-73.04,280,0.41,uncategorized
251642373,Historical Society Of Carnegie Pa,72074,50738,42.05,68878,0.78,turbulent
251643580,Arch Court Inc,298143,264365,12.78,12010,0.08,weak_up
251643651,Pennsylvania Organization For Women In Early Recovery,7088794,4385197,61.65,3892461,0.41,strong_momentum_up
251643975,Upper St Clair Athletic Association,352459,406573,-13.31,125477,0.15,weak_down
251644533,Plum Emergency Medical Services Inc,1625263,1647542,-1.35,1008813,0.26,stable
251644683,Pittsburgh Community Reinvestment Group,1171481,1041001,12.53,344695,0.22,weak_up
251644838,Teamsters Training Program Fund Of Western Pennsylvania,17354,36275,-52.16,-6524,0.53,turbulent
251646082,Ray T Charley Foundation,23554,71826,-67.21,37861,3.06,turbulent
251646744,Nicholas G And Sandra K Nicholas Foundation,99076,230860,-57.08,132085,1.28,turbulent
251647072,Fawn Township Volunteer Fire Department No 1,95117,71343,33.32,-22191,0.2,uncategorized
251649199,Mcdonald Presbyterian Senior Housing Inc,412825,326637,26.39,94275,0.18,strong_momentum_up
251649763,Bayer Usa Veba 857 356,4945916,6970286,-29.04,-5630150,0.26,strong_momentum_down
251650011,Bethel Park Girls Softball Association Inc,47141,22096,113.35,16797,0.5,strong_momentum_up
251650342,Mount Alvernia Day Care And Learning Center,1915284,1478792,29.52,113730,0.21,strong_momentum_up
251650485,Chatham Baroque Inc,543308,437201,24.27,70564,0.26,strong_momentum_up
251650976,Pennsylvania Geriatrics Society   Western Division,100837,83422,20.88,-10437,0.32,uncategorized
251652056,Balmoral School Of Highland Piping,200629,254228,-21.08,63557,0.15,uncategorized
251653770,Fox Chapel Volunteer Firemans Relief Association,61030,62899,-2.97,4828,0.24,stable
251653944,Pressley Ridge Foundation,6567837,3982534,64.92,10309114,0.82,turbulent
251654196,Riverview Athletic Association,52836,92612,-42.95,1608,0.25,uncategorized
251655014,Pittsburgh Youth Golf Foundation Inc,52535,59152,-11.19,-6770,0.24,weak_down
251655056,Friends Of The Riverfront Inc,760972,391253,94.5,427668,1.06,turbulent
251656251,Waldorf School Of Pittsburgh,1974442,1901255,3.85,107710,0.2,stable
251657271,Ais Of Greater Pittsburgh Area Inc,11593,24556,-52.79,2054,0.52,turbulent
251657831,Fownes Foundation,643384,158643,305.55,-1459128,1.37,turbulent
251657902,Lydias Place Inc,251723,561709,-55.19,-159826,0.71,turbulent
251657947,Pittsburgh Arts & Lectures Inc,1157918,1624554,-28.72,-18980,0.53,turbulent
251659238,Society To Preserve The Millvale Murals Of Maxo Vanka,285508,188846,51.19,150780,0.58,turbulent
251661845,Pittsburgh Musical Theater,1916955,1366349,40.3,-592753,0.33,uncategorized
251662331,Mon Yough Trail Council,83296,79981,4.14,4278,0.3,stable
251662399,Manchester Supportive Housing Inc,206593,198549,4.05,12754,0.06,stable
251664876,Bethel Park Historical Society,189706,203890,-6.96,47569,1.16,turbulent
251665392,Hampton Alliance For Educational Excellence,43211,35247,22.59,-3743,0.32,uncategorized
251665820,Streets Of Gold Ministries,3326,7425,-55.2,-4639,0.84,turbulent
251666090,Veterans Health Foundation,2340201,2622180,-10.75,774932,0.22,weak_down
251667146,National Aviary Pittsburgh Inc,7921819,7701577,2.86,2868822,0.32,stable
251667555,Womens Board Of Pittsburgh,86639,95957,-9.71,-6037,0.3,weak_down
251667889,Ruffed Grouse Society,446456,971610,-54.05,260373,0.51,turbulent
251668339,Print And Graphics Scholarship Foundation,1724664,784116,119.95,87845,1.14,turbulent
251670065,Elliott West End Athletic Association,48150,62086,-22.45,31464,0.19,uncategorized
251670693,Tripura Foundation Incorporated,652148,756261,-13.77,-162179,0.37,weak_down
251670827,Ethel Bowman Proper Trust For The Elderly,260351,258254,0.81,-189996,0.33,stable
251670828,J Bowman Proper Charitable Trust,163724,233031,-29.74,40733,0.37,uncategorized
251671119,Howell And Lois Williams Memorial Fund,16488,16967,-2.83,-28437,0.72,turbulent
251671236,Gerald E Mcginnis Charitable Foundation,49029,107691,-54.47,-24193,0.7,turbulent
251671356,Pittsburgh Ceili Club,5417,4619,17.28,-2914,0.25,weak_up
251671393,Pft Quest Scholarship Fund,20704,4945,318.64,7671,1.2,turbulent
251671554,Brightwood Civic Group,126835,21394,492.86,317450,1.26,turbulent
251672186,Train Collectors Association Fort Pitt Division Inc,28410,48257,-41.13,15651,0.24,uncategorized
251672589,Kappa Scholarship Endowment Fund Of Western Pennsylvania,21184,30266,-30.01,-8751,0.89,turbulent
251672592,Montana Development Corporation,54043,16954,218.76,-14841,0.74,turbulent
251672667,Rivers Of Steel Heritage Corporation,2910610,1951130,49.18,1452226,0.39,strong_momentum_up
251673212,Upper St Clair Basketball Rebounders Association,51295,51027,0.53,34283,0.18,stable
251674175,West Allegheny Hockey Club,152512,129037,18.19,6741,0.18,weak_up
251674904,Realtors Association Of Metropolitan Pittsburgh Foundation,15264,16057,-4.94,21925,0.48,stable
251676648,Jain Society Of Pittsburgh,58352,58143,0.36,40724,0.23,stable
251676975,Brew House Arts,209010,184738,13.14,28251,0.91,turbulent
251677354,Bethel Park Soccer Association Inc,81061,61288,32.26,17709,0.2,strong_momentum_up
251681132,Bethel Park Baseball,160308,112074,43.04,207865,0.61,turbulent
251681222,Rosedale Block Cluster Inc,76310,90886,-16.04,14560,0.66,turbulent
251682806,Residential Resources Development Corporation,86564,148427,-41.68,28734,0.63,turbulent
251683923,Pittsburgh Folk Festival Inc,15791,53401,-70.43,-39016,0.8,turbulent
251684062,Pad Greater Pittsburgh Community Center For The Deaf Inc,68547,30419,125.34,-8701,1.13,turbulent
251684590,Pittsburgh Pirates Alumni Association Inc,96080,138819,-30.79,47054,0.39,uncategorized
251686715,Wesley Family Services Foundation,2224754,2429863,-8.44,-2539381,0.76,turbulent
251687137,Mcguire Memorial Foundation,1343612,1582839,-15.11,1108078,0.65,turbulent
251687925,Allegheny Council To Improve Our Neighborhoods Housing Incorporated,303077,268049,13.07,-18003,0.07,weak_up
251688439,Holy Family Foundation,4757901,2921421,62.86,-78093,0.57,turbulent
251688596,Friends Of The Oakmont Library,7510,9370,-19.85,2298,0.23,weak_down
251688647,Western Pennsylvania Trial Lawyers Association,139910,154290,-9.32,66479,0.16,weak_down
251689025,Afro American Music Institute Inc,553167,195550,182.88,726399,0.76,turbulent
251689225,Ingomar Club,110686,101190,9.38,48101,0.14,weak_up
251689304,Northside Leadership Conference,1057375,1014043,4.27,415575,0.4,stable
251689342,Bethel Park Volunteer Fire Company,338852,303571,11.62,57568,0.47,weak_up
251689382,Heinz Family Foundation,7724935,7809854,-1.09,-8999344,0.39,stable
251691818,Ibew Local Union No 5 Western Pa Chapter Neca Labor Mgmt Cooperatio,1577325,1712199,-7.88,172375,0.36,weak_down
251691864,Healthy Start Inc,3205458,2064170,55.29,1803644,0.29,strong_momentum_up
251692278,Jewish Cemetery & Burial Association Of Greater Pittsburgh,945548,168100,462.49,737362,1.16,turbulent
251692403,American Culinary Federation Pittsburgh Chapter,16279,17806,-8.57,-5880,1.08,turbulent
251693347,Shaler Area Emergency Medical Services Inc,2695197,2005554,34.39,493126,0.45,strong_momentum_up
251693483,Housing Management Services Inc,729010,576237,26.51,174753,0.16,strong_momentum_up
251694300,Eckman Family Foundation,18960,8088,134.43,-36354,0.79,turbulent
251694954,Christ Child Society Of Pittsburgh,25347,26184,-3.2,-9267,0.17,stable
251695550,Bradford Area Public Library Endowment Trust,244387,204748,19.36,-47268,0.41,weak_up
251696634,Rebuilding Together Pittsburgh,5743635,3847110,49.3,1109749,0.53,turbulent
251696745,Construction Financial Management Association,11159,13000,-14.17,-14785,0.63,turbulent
251696770,Mt Lebanon Montessori School Inc,876106,862958,1.52,-48916,0.09,stable
251697293,The Press Club Of Western Pennsylv  Ania,41600,50416,-17.49,14924,0.18,weak_down
251697937,Landmark Court Inc,147432,133739,10.24,1707,0.09,weak_up
251698173,M L Foundation Inc,119767,58209,105.75,-72135,0.97,turbulent
251698294,Grandevue Study Center Inc,183285,177168,3.45,3010,0.08,stable
251698524,Carnegie Community Development Corporation,126287,80753,56.39,54626,1.75,turbulent
251698704,Building New Hope,198815,177886,11.77,51779,0.18,weak_up
251699268,Lutheran Housing Corporation Of Oil City Inc,313509,249963,25.42,-116234,0.26,uncategorized
251699353,Mt Lebanon High School Crew,50593,90985,-44.39,28884,0.33,uncategorized
251699881,Community Foundation Of Usc,61008,47796,27.64,-25486,0.59,turbulent
251700440,Center For Urban Biblical Ministry,119662,225346,-46.9,4162,0.39,uncategorized
251701271,Three Rivers Quilters Inc,11886,42452,-72.0,29032,0.46,uncategorized
251701562,Oakland Transportation Management Association,190390,244994,-22.29,52317,0.26,uncategorized
251701700,South Western Alpha Housing And Healthcare Inc,7646273,7454742,2.57,-556014,0.05,stable
251701701,South Central Alpha Housing And Healthcare Inc,7338067,7454122,-1.56,-1435620,0.06,stable
251702025,Pittsburgh Japanese School,178339,194757,-8.43,-24866,0.11,weak_down
251702033,Seneca Area Emergency Services Inc,370280,467107,-20.73,-5762,0.19,strong_momentum_down
251702048,Pittsburgh Cares,416459,510687,-18.45,-154362,0.29,weak_down
251702101,Allegheny Council To Improve Our Neighborhoods Housing Incorporated,123535,107852,14.54,-23709,0.1,weak_up
251702102,Allegheny Council To Improve Our Neighborhoods Housing Incorporated,292417,255278,14.55,-9612,0.06,weak_up
251702103,Allegheny Council To Improve Our Neighborhoods Housing Incorporated,315343,259261,21.63,-130305,0.17,uncategorized
251702143,Spark Of Hope Program Of St Sebastian Society Of St Vincent,50985,66000,-22.75,15917,0.25,uncategorized
251702825,Highland Park Community Development,380256,141313,169.09,329872,5.52,turbulent
251703571,Unlimited Senior Housing Inc,434181,388102,11.87,78868,0.09,weak_up
251703811,Greater Pittsburgh Golf Course Superintendents Association Inc,71865,85269,-15.72,-30504,0.23,weak_down
251704173,Allegheny Institute For Public Policy,559416,528133,5.92,19205,0.47,weak_up
251704606,Verland Commons,595707,543611,9.58,-6805,0.13,weak_up
251705970,East Liberty Supportive Housing Inc,232629,215326,8.04,23679,0.06,weak_up
251705976,Pa Women Work An Affiliate Of The National Network For Womens,1520518,1224169,24.21,-9316,0.33,uncategorized
251706195,Montour Hockey Association Inc,121934,130562,-6.61,8849,0.13,weak_down
251708231,Mario Lemieux Foundation,4463581,3479019,28.3,-609707,0.4,uncategorized
251709054,Pinnacle Health Medical Services,362548429,123672115,193.15,160568075,0.86,turbulent
251709163,Big Brothers And Big Sisters Of Greater Pittsburgh Inc General,20949,60146,-65.17,-85018,1.44,turbulent
251711435,Plum Presbyterian Supportive Housing Inc,129117,126618,1.97,5216,0.08,stable
251711652,Allegheny General Hospital Suburban Campus Auxiliary,174,909,-80.8,-485,0.54,turbulent
251711993,The David S And Karen A Shapira Foundation,4299390,2821501,52.38,81950,0.32,strong_momentum_up
251712316,Auberle,14736520,13549906,8.76,69913,0.14,weak_up
251712751,Pnc Bank Benefit Trust,14061658,12318435,14.15,1959930,0.12,weak_up
251712935,Clairton Bear Academic & Athletic Association Inc,3107,4925,-36.9,-1599,0.52,turbulent
251713645,Fox Chapel Killer Whales Inc,297991,216731,37.49,-98686,0.33,uncategorized
251714928,Pittsburgh Irish Festival Inc,591428,441656,33.91,639347,0.48,strong_momentum_up
251715070,Franklin C Snyder Longue Vue Club Employee Scholarship Fund,39554,38520,2.68,-18594,0.28,stable
251715426,North Side Christian Health Center,4923482,3552943,38.57,-215511,0.29,uncategorized
251716013,Pittsburgh Area Lutheran Schools,126207,165442,-23.72,31876,0.47,uncategorized
251717087,St Joseph Development Corporation,3142,3369,-6.76,426,0.18,weak_down
251717655,Fund For Advancement Of Minorities Through Education Inc,1683957,1438783,17.04,487276,0.27,weak_up
251718347,First Step Recovery Homes Inc,438420,463862,-5.48,39808,0.12,weak_down
251718611,Allegheny Land Tr,4872170,2928969,66.34,577628,0.5,turbulent
251719174,Pennsylvania Organization For Watersheds And Rivers,346881,150381,130.67,122660,0.52,turbulent
251720606,Jewish Association On Aging,17155008,16995233,0.94,256065,0.27,stable
251721080,Ncsc Usa Housing Development Corporation Three,501257,428763,16.91,10841,0.16,weak_up
251721100,The Heinz Endowments,140733505,73640245,91.11,66068268,0.58,turbulent
251721336,Children And Adults Developmental Agency Programs  Cadaprograms ,199402,173844,14.7,-15747,0.28,weak_up
251722184,Center For Family Excellence Inc,1130841,1061223,6.56,179903,0.17,weak_up
251722549,Worksmith Institute,135370,232152,-41.69,-375545,1.0,turbulent
251722709,International Alliance Theatrical Stage Employees & Moving Picture M,879976,582641,51.03,446340,0.48,strong_momentum_up
251724069,West Penn Power Post Retirement Benefits For Barg Emp 174574,573443,1407115,-59.25,-1718631,0.68,turbulent
251724154,Pittsburgh Youth Philharmonic Orchestra,237579,139926,69.79,-67188,0.47,uncategorized
251724584,Friends Of The Sewickley Public Library,47799,92751,-48.47,-24164,0.38,strong_momentum_down
251724980,Market House Childrens Athletic Association Inc,43187,52716,-18.08,-11445,0.21,weak_down
251725062,Pittsburgh Urban Leadership Service Experience,635323,757895,-16.17,-120745,0.44,weak_down
251725575,Animal Full Life Rescue Inc,71038,51533,37.85,7014,0.15,strong_momentum_up
251726553,Upper St Clair Girls Basketball Boosters,25297,41716,-39.36,-15816,0.41,strong_momentum_down
251726609,Highmark Voluntary Employees Beneficiary Assoc,19142255,32011194,-40.2,-15126896,0.93,turbulent
251727109,Mt Lebanon Blue Devil Club Inc,394437,245008,60.99,104923,0.38,strong_momentum_up
251727241,Plum Borough Community Library,4697,302265,-98.45,-907539,1.17,turbulent
251727908,Brentwood Volunteer Fire Company,247736,166473,48.81,-41653,0.27,uncategorized
251728064,Pittsburgh Downtown Partnership,7227196,5171361,39.75,-279029,0.33,uncategorized
251728330,Sisters Place Inc,1494275,1204884,24.02,-47384,0.13,uncategorized
251728407,Allegheny Childrens Initiative Inc,3028341,2699290,12.19,917738,0.16,weak_up
251728521,Pittsburgh Area Community Schools Inc,1403438,754657,85.97,710089,0.33,strong_momentum_up
251728597,Pennsylvania Power And Light Company,1676,1471105,-99.89,2696,0.96,turbulent
251728598,Pennsylvania Power And Light Company Managers Compensation Plan,13791834,20557958,-32.91,-20496204,0.72,turbulent
251728599,Pennsylvania Power And Light Company Bargaining Unit Retiree,2803815,2437404,15.03,-979222,0.53,turbulent
251728600,Pennsylvania Power And Light Company Managers Compensation Plan,3504934,2806874,24.87,-1116279,0.42,uncategorized
251728614,Vrc Mlcc Housing Corporation,154429,141516,9.12,-371,0.12,weak_up
251729013,Baldwin Highlanders Band Patrons,145299,117506,23.65,-72010,0.67,turbulent
251729192,African American Chamber Of Commerce Of Western Pennsylvania,140925,212682,-33.74,-48559,0.23,strong_momentum_down
251729266,Asbury Place,2840444,3267574,-13.07,-485308,0.09,weak_down
251729710,A Second Chance Inc,38582043,35359492,9.11,-5177091,0.36,weak_up
251730893,Providence Connections Inc,1751290,2009838,-12.86,271187,0.21,weak_down
251731065,Family Promise Of Southwestern Pennsylvania,194709,198197,-1.76,-212592,0.28,stable
251732894,Creative Nonfiction Foundation,784935,738170,6.34,303570,0.36,weak_up
251732974,United States Steel Corporation Represented Retirees Benefit Trust,110482505,213674606,-48.29,-29423231,0.72,turbulent
251735360,Casa Of Allegheny County,925755,639140,44.84,-83231,0.26,uncategorized
251735550,Hospice And Pallative Credentialing Center Inc,1605992,1810016,-11.27,250826,0.09,weak_down
251735895,Lgarpa Corp,8548266,9618043,-11.12,-1164612,0.08,weak_down
251737004,Sojourner House Inc,1872682,1384739,35.24,354485,0.19,strong_momentum_up
251737221,Energy Innovation Center Institute Inc,1607618,1720150,-6.54,371298,0.7,turbulent
251737717,Greater Pittsburgh Arts Council,2209806,2524857,-12.48,572378,0.45,weak_down
251737929,Youth Enrichment Services Inc,1243303,746468,66.56,847102,0.56,turbulent
251738149,Western Penn Hills Community Action Inc,62969,37582,67.55,-12267,0.39,uncategorized
251738703,Lower Valley Cooperative Ministries,76331,46776,63.18,-6037,0.26,uncategorized
251738946,Stephen I Richman And Audrey G Richman Foundation,50087,18104,176.66,-11632,1.0,turbulent
251740134,Ue Research And Education Fund,603511,162321,271.8,370029,0.75,turbulent
251742676,Allegheny County Library Assoc,13370075,12404530,7.78,1190226,0.08,weak_up
251742807,White Oak Borough Volunteer Fire Company No 1 Relief Association,18295,26777,-31.68,651,0.62,turbulent
251742923,Asset Inc,565219,2208911,-74.41,223051,0.93,turbulent
251743375,Evergreen Fire Company,157348,128382,22.56,-40341,0.2,uncategorized
251744140,Woodland Hills Aquatic Team,98945,129878,-23.82,65964,0.23,uncategorized
251744328,Allegheny Council To Improve Our Neighborhoods Housing Incorporated,994201,1009750,-1.54,-84639,0.07,stable
251749936,Bethel Park Community Foundation Incorporated,123986,115069,7.75,30121,0.45,weak_up
251751227,Allegheny Youth Development,229146,213709,7.22,149578,0.3,weak_up
251751594,Christmas Light Up Celebration Inc,185887,111777,66.3,-73359,0.4,uncategorized
251751819,Gateway Education Foundation,5576,5953,-6.34,5802,1.09,turbulent
251752269,Urban Impact Foundation,6244951,4768541,30.96,919831,0.49,strong_momentum_up
251752556,Tzedakah Foundation,94414,71208,32.59,-14854,0.99,turbulent
251753018,Josh Gibson Foundation Inc,205833,70706,191.11,295081,0.9,turbulent
251753103,Jbg Ministries Inc,79525,44991,76.76,-25544,0.36,uncategorized
251753359,Reconciliation An International,297276,238059,24.88,-33073,0.24,uncategorized
251753852,Pittsburgh Care Partnership Inc Community Life,72055712,51277839,40.52,5214252,0.31,strong_momentum_up
251754605,Gailliot Family Foundation,161186,153674,4.89,-11889,1.14,turbulent
251754629,Armstrong Mckay Foundation,145423,418245,-65.23,-248667,1.28,turbulent
251754697,International Union Of Bricklayers And Allied Craftworkers,3280164,3052932,7.44,908233,0.1,weak_up
251755734,Pnm Non Union Medical Veba,1382968,1593637,-13.22,89243,0.58,turbulent
251757841,Duquesne Network For Fairness And Community Development Corporation,4975,696,614.5,12783,1.93,turbulent
251758104,Chwmeg Inc,2854512,2912816,-2.0,601142,0.12,stable
251758628,Pittsburgh Housing Development Corporation,84713,12904,556.49,-217161,10.24,turbulent
251758752,South East Asia Prayer Center,3451143,3175610,8.68,848775,0.31,weak_up
251758976,Brentwood Baldwin Whitehall Chamber Of Commerce,38086,37250,2.25,26146,0.19,stable
251760121,Community Empowerment Ass Pta,2039740,2235006,-8.74,504142,0.16,weak_down
251760214,Advisory Board On Autism And Related Disorders Inc,222212,386500,-42.51,29473,0.3,uncategorized
251760895,Quantum Theatre Inc,2028045,852434,137.91,1583041,0.68,turbulent
251761539,South Hills Amateur Hockey Assoc,867742,673521,28.84,98578,0.21,strong_momentum_up
251762145,Hilltop Community Childrens Center Inc,1143349,951228,20.2,330878,0.18,strong_momentum_up
251762292,South Park Theatre,138807,155322,-10.63,127238,0.2,weak_down
251762396,University Dental Health Services Inc,4564744,5187033,-12.0,137388,0.11,weak_down
251762563,Pittsburgh Technology Center Association,186835,144522,29.28,19461,0.12,strong_momentum_up
251762687,Pennsylvania School Age Child Care Alliance,7120,28872,-75.34,-5408,0.59,turbulent
251763156,Neurofibromatosis Clinics Associates Inc,61654,80908,-23.8,45100,0.23,uncategorized
251765119,Martina Spiritual Renewal Center Inc,308319,289890,6.36,46904,0.11,weak_up
251766062,Mt Lebanon High School Hockey Association Inc,199047,202880,-1.89,72603,0.22,stable
251766792,Pittsburgh Legal Adminstrators Association,53701,93939,-42.83,-51973,0.79,turbulent
251767098,Commercial Real Estate Women Pittsburgh Inc,86202,71682,20.26,-8819,0.17,uncategorized
251767180,United Mitochondrial Disease Foundation Inc,3127897,3420736,-8.56,782520,0.12,weak_down
251767779,Leadership Pittsburgh Inc,1179136,1382346,-14.7,-328713,0.21,weak_down
251768226,Pta Pennsylvania Congress,74189,36440,103.59,106579,0.75,turbulent
251768391,Osher Lifelong Learning Institute At Carnegie Mellon University,515218,437938,17.65,-47129,0.21,weak_up
251769791,Penn Hills Soccer Association,37617,32180,16.9,-13440,0.2,weak_up
251769888,May Gail Keys Trust,12849,10950,17.34,-17047,0.61,turbulent
251769982,Schenley Heights Development Program,421009,654746,-35.7,77726,0.27,uncategorized
251772839,Slippery Rock Presbyterian Senior Housing Inc,328496,306468,7.19,19813,0.12,weak_up
251773015,William I & Patricia S Snyder Foundation,350047,288653,21.27,-76854,0.39,uncategorized
251773112,Goodwill Commercial Services Inc,3885458,4147374,-6.32,-472556,0.05,weak_down
