EIN,ORG_NAME,REV_2019,REV_2020,REV_2021,REV_2022,REV_2023,CAGR,VOLATILITY,YEARS_UP,YEARS_DOWN,PEAK_YEAR,TROUGH_YEAR,REBOUND_RATE
251623042,Club At Nevillewood,10460151.0,7528824.0,10313266.0,10509363.0,,,1451776.0,2,1,2022,2020,
251623603,Iprex,420872.0,303301.0,319711.0,467242.0,,,79119.0,2,1,2022,2020,
251624347,Jewish Healthcare Foundation Of Pittsburgh,19345424.0,15944425.0,18170114.0,42161105.0,,,12252004.0,2,1,2022,2020,
251625524,Boys Hope Girls Hope,,,2135868.0,1398529.0,,,521377.0,0,1,2021,2022,
251625924,Moon Area Hockey Association,112143.0,139833.0,87369.0,157147.0,,,30723.0,2,1,2022,2021,
251626106,Ireland Institute Of Pittsburgh,,114648.0,167719.0,194078.0,,,40457.0,2,0,2022,2020,
251626761,Munhall Bureau Of Fire,107091.0,113573.0,113222.0,111984.0,,,2996.0,1,2,2020,2019,
251627718,Hosanna House Inc,4192575.0,4619898.0,5404420.0,5976073.0,,,796529.0,3,0,2022,2019,
251628168,Mt Ararat Community Activity Center Inc,2296309.0,1911022.0,2702758.0,1609414.0,,,474226.0,1,2,2021,2022,
251628221,Avon Club Foundation,47869.0,,,,,,,0,0,2019,2019,
251629196,Airport Corridor Transportation Assoc,973067.0,1024238.0,934419.0,906955.0,,,50876.0,1,2,2020,2022,
251629873,Independent Housing Resources East Inc,287409.0,410479.0,297369.0,327385.0,,,55859.0,2,1,2020,2019,
251630949,Fetterolf Family Foundation,126589.0,30916.0,53474.0,31008.0,,,45321.0,1,2,2019,2020,
251631003,Thomas Jefferson Hockey Club Inc,86275.0,139959.0,129413.0,159805.0,196346.0,(22.82+0j),40428.0,3,1,2023,2019,127.58
251632400,Western Pennsylvania Interscholastic Hockey League,1485126.0,1373425.0,1397741.0,1596848.0,1672802.0,(3.02+0j),128262.0,3,1,2023,2020,21.8
251632445,Veterans Of Foreign Wars Of The United States Dept Of Pennsylvania,154837.0,103289.0,126131.0,122435.0,,,21278.0,1,2,2019,2020,
251633061,Swissvale Volunteer Fire Dept,127268.0,186521.0,180930.0,162003.0,,,26751.0,1,2,2020,2019,
251633566,American Society Of Interior Designers Inc,56995.0,10858.0,15254.0,31135.0,,,20861.0,2,1,2019,2020,
251633728,Ohio Township Volunteer Fire Company Of Allegheny County,686616.0,738730.0,637728.0,559913.0,,,76044.0,1,2,2020,2022,
251634250,Greater Pittsburgh Office Of Promotion,629097.0,611717.0,523980.0,984816.0,,,203543.0,1,2,2022,2021,
251635121,Bridgeway Capital Inc,10365217.0,13867537.0,9638087.0,11446748.0,,,1848071.0,2,1,2020,2021,
251635226,Brentwood Youth Football Club Inc,60369.0,25868.0,53608.0,64498.0,,,17401.0,2,1,2022,2020,
251635433,Joint Chemical Group Inc,143950.0,88436.0,38748.0,53407.0,,,46778.0,1,2,2019,2021,
251636676,Regional Economic Development Corporation Of Southwestern Pennsy,51584.0,31792.0,162292.0,2533737.0,,,1227268.0,2,1,2022,2020,
251638462,Kennedy Township Independent Volunteer Fire Company,124465.0,194429.0,270403.0,769624.0,,,292727.0,3,0,2022,2019,
251638640,Mount Washington Community Development Corporation,225515.0,224916.0,418794.0,160837.0,,,111720.0,1,2,2021,2022,
251639495,The Dr Joseph C Maroon Foundation,102567.0,92049.0,83033.0,209267.0,,,58902.0,1,2,2022,2021,
251639506,Emmaus Community Of Pittsburgh,5206373.0,5144631.0,6901501.0,7630808.0,,,1243473.0,2,1,2022,2020,
251640936,Mlac Inc,646950.0,545354.0,452813.0,585892.0,,,81474.0,1,2,2019,2021,
251641486,Landmark Home Health Care Services,4880507.0,4604522.0,4793614.0,5224075.0,,,259271.0,2,1,2022,2020,
251641619,William V And Catherine A Mckinney Charitable Foundation,,897024.0,1442534.0,952750.0,1827754.0,,439778.0,2,1,2023,2020,103.76
251641676,Pta Pennsylvania Congress,149058.0,125219.0,24640.0,61426.0,24920.0,(-36.06+0j),57476.0,1,3,2019,2021,1.14
251642373,Historical Society Of Carnegie Pa,35307.0,41241.0,64862.0,110119.0,,,33980.0,3,0,2022,2019,
251643580,Arch Court Inc,273227.0,292454.0,297513.0,304464.0,,,13396.0,3,0,2022,2019,
251643651,Pennsylvania Organization For Women In Early Recovery,4452970.0,5492132.0,6389659.0,9384593.0,,,2122851.0,3,0,2022,2019,
251643661,Japan Association Of Greater Pittsburgh,9726.0,2947.0,,,,,4793.0,0,1,2019,2020,
251643975,Upper St Clair Athletic Association,327349.0,287533.0,356836.0,413010.0,,,52833.0,2,1,2022,2020,
251644533,Plum Emergency Medical Services Inc,1678762.0,837806.0,2191366.0,1846619.0,,,574951.0,1,2,2021,2020,
251644683,Pittsburgh Community Reinvestment Group,896675.0,1044705.0,1080339.0,1389400.0,,,206967.0,3,0,2022,2019,
251644838,Teamsters Training Program Fund Of Western Pennsylvania,25486.0,19304.0,19979.0,12780.0,,,5203.0,1,2,2019,2022,
251646082,Ray T Charley Foundation,19110.0,5482.0,21838.0,43343.0,,,15663.0,2,1,2022,2020,
251646744,Nicholas G And Sandra K Nicholas Foundation,511661.0,29980.0,105183.0,162065.0,,,213267.0,2,1,2019,2020,
251647072,Fawn Township Volunteer Fire Department No 1,68657.0,108906.0,89730.0,86715.0,,,16481.0,1,2,2020,2019,
251649199,Mcdonald Presbyterian Senior Housing Inc,349890.0,354338.0,435524.0,448613.0,,,52241.0,3,0,2022,2019,
251649763,Bayer Usa Veba 857 356,6310470.0,8494713.0,3478473.0,2864563.0,,,2612527.0,1,2,2020,2022,
251650011,Bethel Park Girls Softball Association Inc,66288.0,43000.0,38628.0,59797.0,,,13225.0,1,2,2019,2021,
251650342,Mount Alvernia Day Care And Learning Center,1550059.0,1393805.0,1703732.0,2224659.0,1817462.0,(4.06+0j),315483.0,2,2,2022,2020,30.4
251650485,Chatham Baroque Inc,398016.0,510901.0,537560.0,581465.0,,,78255.0,3,0,2022,2019,
251650976,Pennsylvania Geriatrics Society   Western Division,90951.0,102296.0,108357.0,91859.0,,,8418.0,2,1,2021,2019,
251652056,Balmoral School Of Highland Piping,239115.0,160084.0,218162.0,223641.0,,,34601.0,2,1,2019,2020,
251653770,Fox Chapel Volunteer Firemans Relief Association,62523.0,62053.0,54158.0,66881.0,,,5297.0,1,2,2022,2021,
251653944,Pressley Ridge Foundation,3996519.0,3406503.0,2581391.0,13715617.0,,,5226066.0,1,2,2022,2021,
251654196,Riverview Athletic Association,74922.0,52580.0,51741.0,54188.0,,,11089.0,1,2,2019,2021,
251654880,Cheng Lee Educational Foundation,122.0,-1027.0,-1160.0,-2665.0,,,1144.0,0,3,2019,2022,
251655014,Pittsburgh Youth Golf Foundation Inc,69842.0,52672.0,,59031.0,45902.0,(-9.96+0j),10179.0,0,2,2019,2023,0.0
251655056,Friends Of The Riverfront Inc,325902.0,613807.0,564269.0,726711.0,991937.0,(32.08+0j),243082.0,3,1,2023,2019,204.37
251656251,Waldorf School Of Pittsburgh,1943533.0,1954631.0,1906355.0,2062341.0,,,67010.0,2,1,2022,2021,
251657271,Ais Of Greater Pittsburgh Area Inc,14312.0,9969.0,12788.0,12023.0,,,1807.0,1,2,2019,2020,
251657831,Fownes Foundation,170381.0,1601126.0,187029.0,141998.0,,,717569.0,1,2,2020,2022,
251657902,Lydias Place Inc,569615.0,363106.0,188785.0,203280.0,,,177487.0,1,2,2019,2021,
251657947,Pittsburgh Arts & Lectures Inc,3025693.0,1215844.0,1061046.0,1196864.0,,,936428.0,1,2,2019,2021,
251659238,Society To Preserve The Millvale Murals Of Maxo Vanka,250688.0,193853.0,318040.0,344633.0,,,67981.0,2,1,2022,2020,
251660670,Munhall Volunteer Fire Co No 1 Inc,,187046.0,73410.0,48442.0,,,73878.0,0,2,2020,2022,
251661845,Pittsburgh Musical Theater,1291376.0,2627583.0,1088453.0,2034830.0,,,706827.0,2,1,2020,2021,
251662331,Mon Yough Trail Council,75062.0,79966.0,85679.0,84244.0,,,4779.0,2,1,2021,2019,
251662399,Manchester Supportive Housing Inc,200744.0,203228.0,200569.0,215982.0,,,7335.0,2,1,2022,2021,
251664876,Bethel Park Historical Society,155861.0,54220.0,413109.0,101789.0,,,160056.0,1,2,2021,2020,
251665392,Hampton Alliance For Educational Excellence,39570.0,54237.0,35827.0,,,,9730.0,1,1,2020,2021,
251665483,Plum Borough Foundation For Education Enhancement Inc,86.0,,,,,,,0,0,2019,2019,
251665820,Streets Of Gold Ministries,7818.0,5785.0,5397.0,3824.0,758.0,(-44.2+0j),2631.0,0,4,2019,2023,0.0
251666090,Veterans Health Foundation,2016180.0,1856290.0,2533091.0,2631222.0,,,380706.0,2,1,2022,2020,
251667146,National Aviary Pittsburgh Inc,7455407.0,6218658.0,8459320.0,9087480.0,,,1253207.0,2,1,2022,2020,
251667555,Womens Board Of Pittsburgh,92713.0,109072.0,95347.0,75262.0,89310.0,(-0.93+0j),12145.0,2,2,2020,2022,18.67
251667889,Ruffed Grouse Society,960462.0,322019.0,434958.0,582392.0,,,278237.0,2,1,2019,2020,
251668339,Print And Graphics Scholarship Foundation,576823.0,478818.0,4128512.0,566663.0,,,1794412.0,1,2,2021,2020,
251670065,Elliott West End Athletic Association,54014.0,32636.0,47715.0,64100.0,,,13179.0,2,1,2022,2020,
251670693,Tripura Foundation Incorporated,778869.0,651338.0,815948.0,489159.0,,,147693.0,1,2,2021,2022,
251670827,Ethel Bowman Proper Trust For The Elderly,382723.0,205603.0,,192727.0,,,106173.0,0,1,2019,2022,
251670828,J Bowman Proper Charitable Trust,232363.0,156505.0,137430.0,197238.0,,,42427.0,1,2,2019,2021,
251671119,Howell And Lois Williams Memorial Fund,,9828.0,22277.0,33347.0,-6160.0,,16970.0,2,1,2022,2023,
251671236,Gerald E Mcginnis Charitable Foundation,146636.0,29295.0,112691.0,5102.0,,,67125.0,1,2,2019,2022,
251671393,Pft Quest Scholarship Fund,14051.0,16772.0,20899.0,24443.0,,,4571.0,3,0,2022,2019,
251671554,Brightwood Civic Group,1844.0,23523.0,16011.0,340973.0,,,163837.0,2,1,2022,2019,
251672186,Train Collectors Association Fort Pitt Division Inc,40278.0,20931.0,27717.0,36582.0,,,8734.0,2,1,2019,2020,
251672589,Kappa Scholarship Endowment Fund Of Western Pennsylvania,12594.0,1188.0,69928.0,-7563.0,,,34917.0,1,2,2021,2022,
251672592,Montana Development Corporation,23556.0,62610.0,51752.0,47769.0,,,16484.0,1,2,2020,2019,
251672667,Rivers Of Steel Heritage Corporation,1708518.0,2016584.0,3246436.0,3468810.0,,,877006.0,3,0,2022,2019,
251673212,Upper St Clair Basketball Rebounders Association,53394.0,43243.0,35705.0,48194.0,69988.0,(7+0j),12887.0,2,2,2023,2021,96.02
251674175,West Allegheny Hockey Club,149316.0,145400.0,159997.0,152141.0,,,6175.0,1,2,2021,2020,
251674904,Realtors Association Of Metropolitan Pittsburgh Foundation,15125.0,7048.0,9772.0,28973.0,,,9757.0,2,1,2022,2020,
251676648,Jain Society Of Pittsburgh,73539.0,37342.0,59650.0,78066.0,,,18300.0,2,1,2022,2020,
251676975,Brew House Arts,280796.0,193294.0,212193.0,221545.0,,,37767.0,2,1,2019,2020,
251677354,Bethel Park Soccer Association Inc,70796.0,52049.0,64903.0,95668.0,82612.0,(3.93+0j),16699.0,2,2,2022,2020,58.72
251681132,Bethel Park Baseball,92460.0,,,88139.0,300325.0,(34.25+0j),121278.0,1,0,2023,2022,240.74
251681222,Rosedale Block Cluster Inc,161490.0,,41000.0,,,,85199.0,0,0,2019,2021,
251682806,Residential Resources Development Corporation,77599.0,73414.0,84130.0,102148.0,,,12675.0,2,1,2022,2020,
251684062,Pad Greater Pittsburgh Community Center For The Deaf Inc,134280.0,31330.0,,,,,72797.0,0,1,2019,2020,
251684590,Pittsburgh Pirates Alumni Association Inc,137433.0,78916.0,83354.0,125970.0,,,29623.0,2,1,2019,2020,
251685670,Society For Marketing Professional Services,61557.0,53774.0,,,,,5503.0,0,1,2019,2020,
251686715,Wesley Family Services Foundation,4488262.0,3958842.0,1295961.0,1419461.0,,,1669412.0,1,2,2019,2021,
251687137,Mcguire Memorial Foundation,1498799.0,1276560.0,889096.0,1144568.0,1997174.0,(7.44+0j),418441.0,2,2,2023,2021,124.63
251687264,Women Of Visions Inc,,,,234232.0,,,,0,0,2022,2022,
251687895,Hampton Dolphins Swim Team Inc,175056.0,120048.0,76119.0,188940.0,,,51971.0,1,2,2022,2021,
251687925,Allegheny Council To Improve Our Neighborhoods Housing Incorporated,274130.0,303493.0,320250.0,285490.0,,,20272.0,2,1,2021,2019,
251688439,Holy Family Foundation,3501658.0,3965255.0,6421287.0,3887162.0,,,1333784.0,2,1,2021,2019,
251688647,Western Pennsylvania Trial Lawyers Association,156314.0,115027.0,123198.0,181506.0,,,30716.0,2,1,2022,2020,
251689025,Afro American Music Institute Inc,153127.0,336044.0,261015.0,1062443.0,,,413070.0,2,1,2022,2019,
251689225,Ingomar Club,89880.0,85521.0,112915.0,133622.0,,,22278.0,2,1,2022,2020,
251689304,Northside Leadership Conference,1023766.0,972473.0,811605.0,1388048.0,,,243450.0,1,2,2022,2021,
251689342,Bethel Park Volunteer Fire Company,200996.0,278118.0,402754.0,335686.0,,,85704.0,2,1,2021,2019,
251689382,Heinz Family Foundation,7069554.0,12387519.0,7399112.0,3388175.0,,,3695740.0,1,2,2020,2022,
251691818,Ibew Local Union No 5 Western Pa Chapter Neca Labor Mgmt Cooperatio,1757258.0,1497886.0,1563828.0,1670261.0,,,114618.0,2,1,2019,2020,
251691864,Healthy Start Inc,2057776.0,2294336.0,3224058.0,4097980.0,,,933625.0,3,0,2022,2019,
251692278,Jewish Cemetery & Burial Association Of Greater Pittsburgh,158577.0,173232.0,607181.0,884922.0,1344543.0,(70.64+0j),501719.0,4,0,2023,2019,747.88
251692403,American Culinary Federation Pittsburgh Chapter,14484.0,21790.0,11139.0,15910.0,,,4448.0,2,1,2020,2021,
251693347,Shaler Area Emergency Medical Services Inc,2004123.0,2214984.0,3162497.0,2708110.0,,,518757.0,2,1,2021,2019,
251693483,Housing Management Services Inc,643213.0,657351.0,697577.0,832104.0,,,86163.0,3,0,2022,2019,
251694300,Eckman Family Foundation,5378.0,42083.0,9069.0,5729.0,,,17757.0,1,2,2020,2019,
251695550,Bradford Area Public Library Endowment Trust,288374.0,224584.0,331261.0,177316.0,,,68041.0,1,2,2021,2022,
251696634,Rebuilding Together Pittsburgh,4432383.0,5105423.0,5910311.0,6215172.0,,,805601.0,3,0,2022,2019,
251696745,Construction Financial Management Association,15095.0,17493.0,13276.0,2708.0,,,6523.0,1,2,2020,2022,
251696770,Mt Lebanon Montessori School Inc,877806.0,773878.0,968660.0,739916.0,919744.0,(1.17+0j),96761.0,2,2,2021,2022,24.3
251697293,The Press Club Of Western Pennsylv  Ania,52185.0,34036.0,41805.0,48960.0,,,8072.0,2,1,2019,2020,
251697937,Landmark Court Inc,140987.0,134937.0,170717.0,136644.0,,,16791.0,1,2,2021,2020,
251698173,M L Foundation Inc,33739.0,73582.0,284274.0,1447.0,,,127470.0,2,1,2021,2022,
251698294,Grandevue Study Center Inc,184929.0,173748.0,199349.0,176758.0,,,11455.0,1,2,2021,2020,
251698524,Carnegie Community Development Corporation,91713.0,23817.0,52012.0,220212.0,106638.0,(3.84+0j),75273.0,2,2,2022,2020,347.74
251698704,Building New Hope,166799.0,168075.0,208516.0,219854.0,,,27389.0,3,0,2022,2019,
251699268,Lutheran Housing Corporation Of Oil City Inc,333654.0,369210.0,318343.0,252976.0,,,48630.0,1,2,2020,2022,
251699353,Mt Lebanon High School Crew,88615.0,23139.0,76618.0,52023.0,,,28967.0,1,2,2019,2020,
251699881,Community Foundation Of Usc,31229.0,41031.0,126449.0,15545.0,,,49711.0,2,1,2021,2022,
251700440,Center For Urban Biblical Ministry,158934.0,120820.0,113186.0,124982.0,,,20234.0,1,2,2019,2021,
251701271,Three Rivers Quilters Inc,34755.0,2860.0,907.0,31892.0,,,18207.0,1,2,2019,2021,
251701562,Oakland Transportation Management Association,209388.0,149637.0,219580.0,201954.0,,,31184.0,1,2,2021,2020,
251701700,South Western Alpha Housing And Healthcare Inc,7803992.0,8175197.0,7144440.0,7619183.0,,,428559.0,2,1,2020,2021,
251701701,South Central Alpha Housing And Healthcare Inc,7872005.0,8000260.0,7449302.0,6564640.0,,,648814.0,1,2,2020,2022,
251702025,Pittsburgh Japanese School,191042.0,198152.0,163580.0,173286.0,,,15884.0,2,1,2020,2021,
251702033,Seneca Area Emergency Services Inc,417561.0,362955.0,390694.0,357193.0,,,27798.0,1,2,2019,2022,
251702048,Pittsburgh Cares,545277.0,492971.0,417798.0,338609.0,,,90115.0,0,3,2019,2022,
251702101,Allegheny Council To Improve Our Neighborhoods Housing Incorporated,124303.0,135009.0,124297.0,111300.0,,,9702.0,1,2,2020,2022,
251702102,Allegheny Council To Improve Our Neighborhoods Housing Incorporated,260740.0,298121.0,290622.0,288509.0,,,16367.0,1,2,2020,2019,
251702103,Allegheny Council To Improve Our Neighborhoods Housing Incorporated,264094.0,384964.0,306408.0,254659.0,,,59384.0,1,2,2020,2022,
251702143,Spark Of Hope Program Of St Sebastian Society Of St Vincent,,,,60747.0,,,,0,0,2022,2022,
251702825,Highland Park Community Development,361162.0,28190.0,754516.0,358062.0,,,297090.0,1,2,2021,2020,
251703571,Unlimited Senior Housing Inc,390761.0,405169.0,413339.0,484037.0,,,41536.0,3,0,2022,2019,
251703811,Greater Pittsburgh Golf Course Superintendents Association Inc,80797.0,87305.0,71490.0,56801.0,,,13232.0,1,2,2020,2022,
251704173,Allegheny Institute For Public Policy,523390.0,531966.0,595112.0,551171.0,,,31985.0,2,1,2021,2019,
251704606,Verland Commons,561124.0,609719.0,574488.0,602914.0,,,23062.0,2,1,2020,2019,
251705970,East Liberty Supportive Housing Inc,206825.0,223443.0,227323.0,247122.0,,,16553.0,3,0,2022,2019,
251705976,Pa Women Work An Affiliate Of The National Network For Womens,1119717.0,1215999.0,1586610.0,1397650.0,1577294.0,(8.94+0j),210099.0,3,1,2021,2019,40.87
251706195,Montour Hockey Association Inc,116900.0,113923.0,129107.0,122772.0,,,6717.0,1,2,2021,2020,
251708231,Mario Lemieux Foundation,4063024.0,4129202.0,5742046.0,3519495.0,,,958804.0,2,1,2021,2022,
251709054,Pinnacle Health Medical Services,168799488.0,284322151.0,358432911.0,444890226.0,,,117004913.0,3,0,2022,2019,
251709163,Big Brothers And Big Sisters Of Greater Pittsburgh Inc General,38292.0,-15149.0,66853.0,14160.0,-18165.0,(-41.32+58.68j),36113.0,1,3,2021,2023,
251711435,Plum Presbyterian Supportive Housing Inc,129624.0,123953.0,134229.0,129169.0,,,4203.0,1,2,2021,2020,
251711652,Allegheny General Hospital Suburban Campus Auxiliary,906.0,485.0,39.0,,0.0,(-100+0j),427.0,0,2,2019,2023,
251711993,The David S And Karen A Shapira Foundation,3703563.0,4013108.0,4790005.0,4095058.0,,,458501.0,2,1,2021,2019,
251712316,Auberle,13551562.0,14370870.0,15397907.0,14440783.0,,,755356.0,2,1,2021,2019,
251712751,Pnc Bank Benefit Trust,12213059.0,13286838.0,13651369.0,15246768.0,,,1256471.0,3,0,2022,2019,
251712935,Clairton Bear Academic & Athletic Association Inc,3245.0,4432.0,,1646.0,,,1398.0,1,0,2020,2022,
251713645,Fox Chapel Killer Whales Inc,347786.0,297087.0,249100.0,,,,49349.0,0,2,2019,2021,
251714928,Pittsburgh Irish Festival Inc,558574.0,68062.0,998815.0,707409.0,,,389075.0,1,2,2021,2020,
251715070,Franklin C Snyder Longue Vue Club Employee Scholarship Fund,26340.0,43102.0,51053.0,24508.0,,,12938.0,2,1,2021,2022,
251715426,North Side Christian Health Center,3757298.0,4678531.0,5628896.0,4463020.0,,,772361.0,2,1,2021,2019,
251716013,Pittsburgh Area Lutheran Schools,139912.0,106151.0,134443.0,138027.0,,,15818.0,2,1,2019,2020,
251717087,St Joseph Development Corporation,3291.0,,,,,,,0,0,2019,2019,
251717655,Fund For Advancement Of Minorities Through Education Inc,1198906.0,1324180.0,1916237.0,1811456.0,,,354074.0,2,1,2021,2019,
251718347,First Step Recovery Homes Inc,441864.0,440074.0,395306.0,479882.0,,,34591.0,1,2,2022,2021,
251718611,Allegheny Land Tr,4416225.0,4203222.0,5632439.0,4780850.0,,,629750.0,1,2,2021,2020,
251719174,Pennsylvania Organization For Watersheds And Rivers,208085.0,228971.0,460043.0,351631.0,,,117160.0,2,1,2021,2019,
251720606,Jewish Association On Aging,17170271.0,14618875.0,21971210.0,14874940.0,,,3407181.0,1,2,2021,2020,
251721080,Ncsc Usa Housing Development Corporation Three,440033.0,476280.0,540372.0,487121.0,,,41493.0,2,1,2021,2019,
251721100,The Heinz Endowments,32170117.0,54378087.0,247376073.0,120446355.0,,,96748766.0,2,1,2021,2019,
251721336,Children And Adults Developmental Agency Programs  Cadaprograms ,243459.0,127037.0,227712.0,,,,63163.0,1,1,2019,2020,
251722184,Center For Family Excellence Inc,1107382.0,,997856.0,1287285.0,,,146134.0,1,0,2022,2021,
251722549,Worksmith Institute,521624.0,375630.0,30396.0,85.0,,,257514.0,0,3,2019,2022,
251722709,International Alliance Theatrical Stage Employees & Moving Picture M,610165.0,552455.0,1088680.0,998795.0,,,270521.0,1,2,2021,2020,
251724069,West Penn Power Post Retirement Benefits For Barg Emp 174574,1718631.0,1698.0,0.0,,,,991762.0,0,2,2019,2021,
251724154,Pittsburgh Youth Philharmonic Orchestra,163411.0,,,,,,,0,0,2019,2019,
251724584,Friends Of The Sewickley Public Library,87827.0,63644.0,40273.0,39480.0,,,22939.0,0,3,2019,2022,
251724980,Market House Childrens Athletic Association Inc,46809.0,35654.0,,,,,7888.0,0,1,2019,2020,
251725062,Pittsburgh Urban Leadership Service Experience,796413.0,629065.0,768584.0,508320.0,,,133404.0,1,2,2019,2022,
251725575,Animal Full Life Rescue Inc,50716.0,67256.0,71588.0,74270.0,,,10564.0,3,0,2022,2019,
251726609,Highmark Voluntary Employees Beneficiary Assoc,8226578.0,22200910.0,28151842.0,7074014.0,,,10416885.0,2,1,2021,2022,
251727109,Mt Lebanon Blue Devil Club Inc,301232.0,353082.0,372224.0,458005.0,,,65217.0,3,0,2022,2019,
251727241,Plum Borough Community Library,302544.0,316543.0,-604995.0,,,,528055.0,1,1,2020,2021,
251727908,Brentwood Volunteer Fire Company,168240.0,217588.0,349686.0,175935.0,,,84059.0,2,1,2021,2019,
251728064,Pittsburgh Downtown Partnership,5537192.0,6457703.0,9045212.0,6178674.0,,,1542594.0,2,1,2021,2019,
251728330,Sisters Place Inc,1256062.0,1489175.0,1551860.0,1441791.0,,,127352.0,2,1,2021,2019,
251728407,Allegheny Childrens Initiative Inc,2542898.0,2794009.0,2579268.0,3711747.0,,,547833.0,2,1,2022,2019,
251728521,Pittsburgh Area Community Schools Inc,667437.0,1256000.0,988226.0,1966089.0,,,552868.0,2,1,2022,2019,
251728597,Pennsylvania Power And Light Company,282246.0,1081.0,171.0,3777.0,,,140293.0,1,2,2019,2021,
251728598,Pennsylvania Power And Light Company Managers Compensation Plan,19327680.0,19343215.0,23185277.0,-1152989.0,,,11036100.0,2,1,2021,2022,
251728599,Pennsylvania Power And Light Company Bargaining Unit Retiree,2263371.0,2969338.0,3451991.0,1990116.0,,,665506.0,2,1,2021,2022,
251728600,Pennsylvania Power And Light Company Managers Compensation Plan,3242476.0,3705835.0,4219413.0,2589556.0,,,692922.0,2,1,2021,2022,
251728614,Vrc Mlcc Housing Corporation,141953.0,157972.0,147715.0,157601.0,,,7841.0,2,1,2020,2019,
251729013,Baldwin Highlanders Band Patrons,270974.0,46457.0,,,,,158757.0,0,1,2019,2020,
251729192,African American Chamber Of Commerce Of Western Pennsylvania,230196.0,195698.0,79938.0,147139.0,,,65154.0,1,2,2019,2021,
251729266,Asbury Place,3354237.0,3217052.0,2572538.0,2731744.0,,,375682.0,1,2,2019,2021,
251729710,A Second Chance Inc,40988796.0,40267123.0,40388974.0,35090032.0,,,2747300.0,1,2,2019,2022,
251730893,Providence Connections Inc,2719647.0,1717109.0,1548467.0,1988296.0,,,516966.0,1,2,2019,2021,
251731065,Family Promise Of Southwestern Pennsylvania,217336.0,333279.0,130163.0,120687.0,,,98710.0,1,2,2020,2022,
251732327,Allegheny Ludlum Corporation Bargaining Unit Veba 174 661,584.0,602.0,583.0,-367988.0,,,184289.0,1,2,2020,2022,
251732894,Creative Nonfiction Foundation,754094.0,594774.0,861689.0,898344.0,,,136171.0,2,1,2022,2020,
251732974,United States Steel Corporation Represented Retirees Benefit Trust,82881090.0,102780903.0,155308941.0,73357672.0,,,36598524.0,2,1,2021,2022,
251733322,The Pacem In Terris Institute,0.0,0.0,0.0,0.0,,,0.0,0,0,2019,2019,
251735360,Casa Of Allegheny County,597488.0,791636.0,1044232.0,772033.0,961001.0,(12.62+0j),174569.0,3,1,2021,2019,60.84
251735550,Hospice And Pallative Credentialing Center Inc,1770760.0,1354308.0,1858535.0,1605134.0,,,221724.0,1,2,2021,2020,
251735895,Lgarpa Corp,9643639.0,8707073.0,9395264.0,7542461.0,,,940594.0,1,2,2019,2022,
251736600,Riverside Womens Association,23925.0,9739.0,12623.0,,,,7498.0,1,1,2019,2020,
251737004,Sojourner House Inc,1383899.0,1682783.0,1897997.0,2037268.0,,,284589.0,3,0,2022,2019,
251737221,Energy Innovation Center Institute Inc,977925.0,1310392.0,1830774.0,1681690.0,,,383412.0,2,1,2021,2019,
251737717,Greater Pittsburgh Arts Council,2973967.0,1708912.0,2639217.0,2281290.0,,,541096.0,1,2,2019,2020,
251737929,Youth Enrichment Services Inc,864196.0,851715.0,1179378.0,1698817.0,,,396952.0,2,1,2022,2020,
251738149,Western Penn Hills Community Action Inc,57676.0,72844.0,55486.0,60577.0,,,7751.0,2,1,2020,2021,
251738703,Lower Valley Cooperative Ministries,56702.0,79385.0,76260.0,73348.0,,,10119.0,1,2,2020,2019,
251738946,Stephen I Richman And Audrey G Richman Foundation,8385.0,27017.0,107860.0,15385.0,,,46110.0,2,1,2021,2019,
251740134,Ue Research And Education Fund,121769.0,246873.0,338342.0,763822.0,708371.0,(55.3+0j),285351.0,3,1,2022,2019,481.73
251742676,Allegheny County Library Assoc,12730168.0,12974522.0,12970956.0,14164748.0,,,646626.0,2,1,2022,2019,
251742807,White Oak Borough Volunteer Fire Company No 1 Relief Association,18415.0,18561.0,,,,,103.0,1,0,2020,2019,
251742923,Asset Inc,2077510.0,590489.0,291630.0,813540.0,,,785795.0,1,2,2019,2021,
251743375,Evergreen Fire Company,107211.0,177726.0,156933.0,137385.0,,,29996.0,1,2,2020,2019,
251744140,Woodland Hills Aquatic Team,113779.0,79766.0,71339.0,145730.0,,,34077.0,1,2,2022,2021,
251744328,Allegheny Council To Improve Our Neighborhoods Housing Incorporated,1037690.0,1034233.0,998778.0,949594.0,,,40954.0,0,3,2019,2022,
251744343,National Italian American Sports Hall Of Fame Inc,,29124.0,17702.0,,,,8077.0,0,1,2020,2021,
251749936,Bethel Park Community Foundation Incorporated,138825.0,73103.0,195633.0,103224.0,,,52658.0,1,2,2021,2020,
251751227,Allegheny Youth Development,135658.0,266546.0,285236.0,,,,81501.0,2,0,2021,2019,
251751594,Christmas Light Up Celebration Inc,118962.0,227543.0,175934.0,154184.0,,,45455.0,1,2,2020,2019,
251751819,Gateway Education Foundation,373.0,10180.0,6175.0,,,,4931.0,1,1,2020,2019,
251752269,Urban Impact Foundation,6114195.0,5812232.0,6190560.0,6732063.0,,,383104.0,2,1,2022,2020,
251752328,Bethel Parks Boys Lacrosse Booster Association,,22335.0,,,,,,0,0,2020,2020,
